comp,season,tieid,probh1,probd1,proba1,probh2,probd2,proba2
champions-league,2015,054efa67|206d90db,0.5571545248041109,0.24491454045822308,0.197930934737666,0.3814608141475312,0.25700542916040564,0.36153375669206317
champions-league,2015,53a2f082|e0652b02,0.35682571446438627,0.3061722218748046,0.3370020636608092,0.5857321113193065,0.23343321744127224,0.18083467123942132
champions-league,2015,054efa67|5e876ee6,0.2347549536976973,0.2968747260607803,0.46837032024152225,0.7126536339057288,0.18011858168173395,0.10722778441253726
champions-league,2015,206d90db|e2d8892c,0.21609757112752503,0.2681764871610283,0.5157259417114466,0.6701514572186081,0.18891827074017847,0.14093027204121344
champions-league,2015,53a2f082|db3b9613,0.3284988952094401,0.2971651544356166,0.3743359503549434,0.483456604547085,0.2835522607314282,0.23299113472148675
champions-league,2015,e0652b02|fd6114db,0.6361336458411792,0.24617131120868363,0.11769504295013707,0.2318165250391292,0.3143916924550281,0.4537917825058425
champions-league,2015,18bb7c10|fd6114db,0.601405991149634,0.2540989399902429,0.14449506886012317,0.2798649234456907,0.2689509709993407,0.45118410555496863
champions-league,2015,c7a9f859|db3b9613,0.3265411440903263,0.308862164951678,0.36459669095799585,0.5507127786822786,0.2672527803573427,0.18203444096037869
champions-league,2015,add600ae|e0652b02,0.49667385189228475,0.28641961113546455,0.2169065369722507,0.42819976245687463,0.28759685538148294,0.2842033821616425
champions-league,2015,206d90db|b8fd03ef,0.24908944599504643,0.2640212383980193,0.4868893156069344,0.7072237514994192,0.16884293976950904,0.12393330873107185
champions-league,2015,5e876ee6|d3d9424a,0.26315167277455964,0.3045277219529495,0.4323206052724909,0.6716314841497438,0.21263832629807447,0.11573018955218167
champions-league,2015,53a2f082|c539e393,0.13971237542576007,0.21761069761574364,0.6426769269584962,0.8011909881294107,0.1304856558022045,0.06832335606838473
champions-league,2015,cff3d9bb|e2d8892c,0.36275849074379385,0.3165245654529181,0.32071694380328797,0.4342087283444066,0.2997787814885532,0.2660124901670403
champions-league,2015,054efa67|e89d5a28,0.10486217982704593,0.18871072047460521,0.7064270996983489,0.8322743514225242,0.11631786116266603,0.0514077874148098
champions-league,2015,7e746554|eab315a6,0.3752606535863518,0.3016335633257385,0.32310578308790966,0.4632058477616829,0.28548034121868066,0.25131381101963646
champions-league,2015,5e876ee6|cb188c0c,0.3754316208015067,0.30563984513968817,0.318928534058805,0.5147771181474137,0.28279490499005033,0.20242797686253605
champions-league,2015,2aae7689|b81aa4fa,0.33244146619743203,0.28724549647270564,0.3803130373298623,0.5997070387052447,0.2400946637147874,0.16019829757996795
champions-league,2015,ae7f2f70|b983b638,0.35610276986797823,0.3078565881439296,0.3360406419880921,0.5364563696337121,0.27670994621160305,0.18683368415468476
champions-league,2015,33c6b26e|98ce363d,0.22417537204748442,0.2713031491256488,0.5045214788268668,0.7020979246989412,0.19143165849670926,0.10647041680434953
champions-league,2015,0f9294bd|18bb7c10,0.20832263366031534,0.27011324533922243,0.5215641210004621,0.6697742548806824,0.21279463289311623,0.11743111222620117
champions-league,2015,18050b20|c7a9f859,0.1794992024324014,0.25111043279913375,0.5693903647684648,0.7521206228264447,0.15949857543131749,0.0883808017422379
