comp,season,matchid,minute,team.id,team.name,playerOut.id,playerOut.name,playerIn.id,playerIn.name
CL,2017,200210,57,754,FK Spartak Moskva,36180,Ivelin Popov,3553,Mario Pašalić
CL,2017,200210,68,559,Sevilla FC,75,Michael Krohn-Dehli,60,Franco Vázquez
CL,2017,200210,76,559,Sevilla FC,61,Nolito,54,Jesús Navas
CL,2017,200210,82,559,Sevilla FC,73,Wissam Ben Yedder,57,Luis Muriel
CL,2017,200211,57,64,Liverpool FC,3754,Mohamed Salah,3323,Alex Oxlade-Chamberlain
CL,2017,200211,58,734,NK Maribor,15397,Martin Kramarič,15376,Dino Hotič
CL,2017,200211,58,734,NK Maribor,15380,Valon Ahmedi,15396,Aleks Pihler
CL,2017,200211,68,64,Liverpool FC,3233,Roberto Firmino,8034,Daniel Sturridge
CL,2017,200211,76,64,Liverpool FC,7871,Georginio Wijnaldum,7878,Dominic Solanke
CL,2017,200211,81,734,NK Maribor,43837,Damjan Bohar,15394,Jasmin Mešanović
CL,2017,200222,57,113,SSC Napoli,2092,Lorenzo Insigne,2096,Allan
CL,2017,200222,70,65,Manchester City FC,3329,Raheem Sterling,3254,Bernardo Silva
CL,2017,200222,70,113,SSC Napoli,2088,Elseid Hysaj,2093,Christian Maggio
CL,2017,200222,76,65,Manchester City FC,3196,David Silva,3182,Ilkay Gündogan
CL,2017,200222,78,113,SSC Napoli,2095,Marek Hamšík,2100,Adam Ounas
CL,2017,200222,87,65,Manchester City FC,3236,Gabriel Jesus,7881,Danilo
CL,2017,200223,61,675,Feyenoord Rotterdam,7471,Bart Nieuwkoop,7470,Jens Toornstra
CL,2017,200223,67,675,Feyenoord Rotterdam,3469,Nicolai Jørgensen,7480,Sam Larsson
CL,2017,200223,70,1887,FK Shakhtar Donetsk,16476,Bernard,16480,Viktor Kovalenko
CL,2017,200223,77,1887,FK Shakhtar Donetsk,16485,Facundo Ferreyra,16473,Davit Khotcholava
CL,2017,200223,77,675,Feyenoord Rotterdam,7462,Sven van Beek,7776,Michiel Kramer
CL,2017,200223,90,1887,FK Shakhtar Donetsk,16478,Marlos,16486,Oleksandr Zubkov
CL,2017,200234,57,548,AS Monaco FC,3658,Youri Tielemans,8758,Rony
CL,2017,200234,74,600,Beşiktaş JK,3234,Talisca,15948,Oğuzhan Özyakup
CL,2017,200234,74,600,Beşiktaş JK,15946,Tolgay Ali Arslan,15950,Gary Medel
CL,2017,200234,79,548,AS Monaco FC,3362,Djibril Sidibé,8757,Gabriel Boschilia
CL,2017,200234,89,600,Beşiktaş JK,7854,Cenk Tosun,15953,Álvaro Negredo
CL,2017,200235,58,503,FC Porto,15912,Sergio Oliveira,15911,Óliver Torres
CL,2017,200235,75,721,RB Leipzig,9553,Bruma,3187,Timo Werner
CL,2017,200235,76,503,FC Porto,15907,Yacine Brahimi,3296,Jesús Corona
CL,2017,200235,76,721,RB Leipzig,9552,Jean-Kévin Augustin,3466,Yussuf Poulsen
CL,2017,200235,81,503,FC Porto,3294,Héctor Herrera,15916,Hernâni
CL,2017,200235,90,721,RB Leipzig,3494,Emil Forsberg,9540,Bernardo
CL,2017,200246,76,86,Real Madrid CF,49,Karim Benzema,52,Marco Asensio
CL,2017,200246,80,73,Tottenham Hotspur FC,8007,Llorente,3319,Danny Rose
CL,2017,200246,87,86,Real Madrid CF,66,Isco,45,Lucas Vázquez
CL,2017,200246,89,73,Tottenham Hotspur FC,8001,Moussa Sissoko,3343,Son Heungmin
CL,2017,200247,30,752,APOEL FC,15234,Igor de Camargo,15248,Mickaël Poté
CL,2017,200247,45,752,APOEL FC,15235,Boy Waterman,16110,Raúl Gudiño
CL,2017,200247,60,4,BV Borussia 09 Dortmund,139,Ömer Toprak,162,Jeremy Toljan
CL,2017,200247,72,752,APOEL FC,15230,Lorenzo Ebecilio,16119,Roland Sallai
CL,2017,200247,73,4,BV Borussia 09 Dortmund,6481,Marcel Schmelzer,142,Maximilian Philipp
CL,2017,200247,82,4,BV Borussia 09 Dortmund,163,Andrii Yarmolenko,6486,Alexander Isak
CL,2017,200186,64,78,Club Atlético de Madrid,21652,Nicolás Gaitán,110,Teye Partey
CL,2017,200186,69,611,Qarabağ Ağdam FK,15973,Pedro Henrique,15080,Donald Guerrier
CL,2017,200186,71,611,Qarabağ Ağdam FK,15058,Maksim Medvedev,15077,Jakub Rzeźniczak
CL,2017,200186,72,78,Club Atlético de Madrid,127,Kevin Gameiro,122,Fernando Torres
CL,2017,200186,72,78,Club Atlético de Madrid,3657,Yannick Carrasco,125,Ángel Correa
CL,2017,200186,85,611,Qarabağ Ağdam FK,15055,Míchel,31729,Tarik Elyounoussi
CL,2017,200198,46,81,FC Barcelona,8135,Gerard Deulofeu,3209,Javier Mascherano
CL,2017,200198,55,654,PAE Olympiakos SFP,15991,Guillaume Gillet,15129,Uroš Đurđević
CL,2017,200198,65,654,PAE Olympiakos SFP,9246,Mehdi Carcela,15836,Felipe Pardo
CL,2017,200198,67,81,FC Barcelona,3197,Iniesta,3554,Ivan Rakitić
CL,2017,200198,71,654,PAE Olympiakos SFP,15829,Vadis Odjidja-Ofoe,15841,Kostas Fortounis
CL,2017,200198,80,81,FC Barcelona,10179,Busquets,3251,André Gomes
CL,2017,200199,46,109,Juventus FC,2029,Mehdi Benatia,2024,Andrea Barzagli
CL,2017,200199,62,109,Juventus FC,2035,Sami Khedira,2042,Blaise Matuidi
CL,2017,200199,76,498,Sporting Clube de Portugal,3256,Gelson Martins,15884,João Palhinha
CL,2017,200199,77,498,Sporting Clube de Portugal,15878,Fábio Coentrão,1808,Jonathan Silva
CL,2017,200199,84,109,Juventus FC,2034,Stefano Sturaro,2039,Douglas Costa
CL,2017,200199,87,498,Sporting Clube de Portugal,15885,Rodrigo Battaglia,15891,Seydou Doumbia
CL,2017,200162,46,1900,PFC CSKA Moskva,8830,Sergei Ignashevich,15810,Bibras Natcho
CL,2017,200162,61,729,FC Basel 1893,16063,Albian Ajeti,3479,Dimitri Oberlin
CL,2017,200162,70,1900,PFC CSKA Moskva,15808,Georgi Milanov,15812,Konstantin Kuchaev
CL,2017,200162,77,1900,PFC CSKA Moskva,16685,Timur Zhamaletdinov,8835,Fedor Chalov
CL,2017,200162,87,729,FC Basel 1893,9433,Renato Steffen,16052,Kevin Bua
CL,2017,200162,90,729,FC Basel 1893,16060,Mohamed Elyounoussi,3498,Alexander Fransson
CL,2017,200163,59,1903,Sport Lisboa e Benfica,16754,Pizzi,3440,Andrija Živković
CL,2017,200163,69,1903,Sport Lisboa e Benfica,16757,Diogo Gonçalves,16755,Jonas
CL,2017,200163,76,66,Manchester United FC,3331,Marcus Rashford,3372,Anthony Martial
CL,2017,200163,83,66,Manchester United FC,7909,Mata,3325,Jesse Lingard
CL,2017,200163,83,1903,Sport Lisboa e Benfica,16745,Eduardo Salvio,16747,Franco Cervi
CL,2017,200163,90,66,Manchester United FC,7795,Henrikh Mkhitaryan,7905,Scott McTominay
CL,2017,200174,65,732,Celtic FC,15614,Stuart Armstrong,3419,Tom Rogić
CL,2017,200174,65,732,Celtic FC,15609,Leigh Griffiths,15618,Moussa Dembélé
CL,2017,200174,67,5,FC Bayern München,356,Thiago Alcântara,358,Arturo Vidal
CL,2017,200174,78,5,FC Bayern München,360,Kingsley Coman,365,James Rodríguez
CL,2017,200174,78,732,Celtic FC,16076,Patrick Roberts,15611,James Forrest
CL,2017,200174,80,5,FC Bayern München,359,Joshua Kimmich,348,Rafinha
CL,2017,200175,57,726,RSC Anderlecht,8853,Sven Kums,8846,Josué Sá
CL,2017,200175,71,524,Paris Saint-Germain FC,8481,Thiago Motta,3179,Julian Draxler
CL,2017,200175,74,524,Paris Saint-Germain FC,3170,Edinson Cavani,3210,Ángel di María
CL,2017,200175,75,524,Paris Saint-Germain FC,8482,Marco Verratti,3216,Giovani Lo Celso
CL,2017,200175,81,726,RSC Anderlecht,8852,Pieter Gerkens,8859,Massimo Bruno
CL,2017,200175,89,726,RSC Anderlecht,8839,Olivier Deschacht,3435,Ivan Obradović
CL,2017,200187,57,61,Chelsea FC,7805,David Luiz,7818,Pedro
CL,2017,200187,74,100,AS Roma,1815,Gerson,1819,Lorenzo Pellegrini
CL,2017,200187,77,61,Chelsea FC,7807,Davide Zappacosta,3177,Antonio Rüdiger
CL,2017,200187,80,61,Chelsea FC,3653,Eden Hazard,3230,Willian
CL,2017,200187,83,100,AS Roma,1812,Kevin Strootman,1811,Alessandro Florenzi
CL,2017,200187,88,100,AS Roma,1814,Diego Perotti,1823,Stephan El Shaarawy
CL,2017,200200,64,498,Sporting Clube de Portugal,15883,Bruno César,15884,João Palhinha
CL,2017,200200,65,109,Juventus FC,2030,Mattia De Sciglio,2039,Douglas Costa
CL,2017,200200,70,109,Juventus FC,2035,Sami Khedira,2042,Blaise Matuidi
CL,2017,200200,81,498,Sporting Clube de Portugal,15889,Bas Dost,15891,Seydou Doumbia
CL,2017,200200,83,109,Juventus FC,2046,Paulo Dybala,2040,Federico Bernardeschi
CL,2017,200200,90,498,Sporting Clube de Portugal,15155,Stefan Ristovski,15886,Radoslav Petrović
CL,2017,200201,45,81,FC Barcelona,15865,Sergi Roberto,8135,Gerard Deulofeu
CL,2017,200201,62,81,FC Barcelona,3229,Paulinho,3554,Ivan Rakitić
CL,2017,200201,75,654,PAE Olympiakos SFP,15829,Vadis Odjidja-Ofoe,15991,Guillaume Gillet
CL,2017,200201,75,81,FC Barcelona,15868,Denís Suárez,3251,André Gomes
CL,2017,200201,79,654,PAE Olympiakos SFP,9246,Mehdi Carcela,15836,Felipe Pardo
CL,2017,200201,84,654,PAE Olympiakos SFP,15841,Kostas Fortounis,15129,Uroš Đurđević
CL,2017,200164,46,66,Manchester United FC,3325,Jesse Lingard,7795,Henrikh Mkhitaryan
CL,2017,200164,64,1903,Sport Lisboa e Benfica,16739,Alejandro Grimaldo,16743,Eliseu
CL,2017,200164,68,66,Manchester United FC,7909,Mata,7904,Ander Herrera
CL,2017,200164,74,1903,Sport Lisboa e Benfica,3305,Raúl Jiménez,3482,Haris Seferović
CL,2017,200164,75,66,Manchester United FC,3372,Anthony Martial,3331,Marcus Rashford
CL,2017,200164,79,1903,Sport Lisboa e Benfica,16754,Pizzi,16755,Jonas
CL,2017,200165,46,1900,PFC CSKA Moskva,15795,Vitinho,3676,Alan Dzagoev
CL,2017,200165,72,729,FC Basel 1893,3479,Dimitri Oberlin,16063,Albian Ajeti
CL,2017,200165,73,729,FC Basel 1893,16043,Taulant Xhaka,16051,Geoffroy Serey Dié
CL,2017,200165,84,729,FC Basel 1893,16053,Raoul Petretta,30780,Cédric Itten
CL,2017,200165,90,1900,PFC CSKA Moskva,15810,Bibras Natcho,16685,Timur Zhamaletdinov
CL,2017,200165,90,1900,PFC CSKA Moskva,15812,Konstantin Kuchaev,15808,Georgi Milanov
CL,2017,200176,45,726,RSC Anderlecht,8844,Uroš Spajić,8846,Josué Sá
CL,2017,200176,60,726,RSC Anderlecht,9352,Sofiane Hanni,3543,Łukasz Teodorczyk
CL,2017,200176,64,524,Paris Saint-Germain FC,3374,Kylian Mbappé,3210,Ángel di María
CL,2017,200176,64,524,Paris Saint-Germain FC,8482,Marco Verratti,3216,Giovani Lo Celso
CL,2017,200176,76,524,Paris Saint-Germain FC,3368,Adrien Rabiot,8483,Javier Pastore
CL,2017,200176,79,726,RSC Anderlecht,8861,Henry Onyekuru,9353,Nicolae Stanciu
CL,2017,200177,59,5,FC Bayern München,358,Arturo Vidal,367,Sebastian Rudy
CL,2017,200177,64,732,Celtic FC,15608,Scott Sinclair,3419,Tom Rogić
CL,2017,200177,79,732,Celtic FC,15614,Stuart Armstrong,15609,Leigh Griffiths
CL,2017,200177,83,5,FC Bayern München,366,Corentin Tolisso,359,Joshua Kimmich
CL,2017,200177,90,5,FC Bayern München,353,Arjen Robben,356,Thiago Alcântara
CL,2017,200188,62,78,Club Atlético de Madrid,110,Teye Partey,21652,Nicolás Gaitán
CL,2017,200188,63,611,Qarabağ Ağdam FK,15080,Donald Guerrier,15648,Elvin Yunuszadə
CL,2017,200188,70,78,Club Atlético de Madrid,127,Kevin Gameiro,122,Fernando Torres
CL,2017,200188,72,611,Qarabağ Ağdam FK,15540,Ramil Şeydayev,15968,Dani Quintana
CL,2017,200188,90,611,Qarabağ Ağdam FK,15055,Míchel,15063,Əfran İsmayılov
CL,2017,200189,56,61,Chelsea FC,7804,Gary Cahill,3230,Willian
CL,2017,200189,71,61,Chelsea FC,7811,Fàbregas,7814,Danny Drinkwater
CL,2017,200189,75,61,Chelsea FC,7819,Álvaro Morata,3664,Michy Batshuayi
CL,2017,200189,75,100,AS Roma,1823,Stephan El Shaarawy,1815,Gerson
CL,2017,200189,76,100,AS Roma,1811,Alessandro Florenzi,1798,Kostas Manolas
CL,2017,200189,87,100,AS Roma,1814,Diego Perotti,1819,Lorenzo Pellegrini
CL,2017,200236,25,548,AS Monaco FC,3369,Thomas Lemar,8767,Stevan Jovetić
CL,2017,200236,69,600,Beşiktaş JK,3431,Duško Tošić,15950,Gary Medel
CL,2017,200236,74,548,AS Monaco FC,3658,Youri Tielemans,8103,Guido Carrillo
CL,2017,200236,75,600,Beşiktaş JK,15946,Tolgay Ali Arslan,8877,Matej Mitrović
CL,2017,200236,83,600,Beşiktaş JK,15943,Atiba Hutchinson,3234,Talisca
CL,2017,200236,85,548,AS Monaco FC,8758,Rony,8766,Adama Diakhaby
CL,2017,200212,17,64,Liverpool FC,7871,Georginio Wijnaldum,3320,Jordan Henderson
CL,2017,200212,59,734,NK Maribor,15394,Jasmin Mešanović,15393,Marcos Tavares
CL,2017,200212,69,734,NK Maribor,43837,Damjan Bohar,15381,Gregor Bajde
CL,2017,200212,74,64,Liverpool FC,3754,Mohamed Salah,8034,Daniel Sturridge
CL,2017,200212,81,734,NK Maribor,15376,Dino Hotič,15380,Valon Ahmedi
CL,2017,200212,85,64,Liverpool FC,3233,Roberto Firmino,3442,Marko Grujić
CL,2017,200213,57,754,FK Spartak Moskva,3553,Mario Pašalić,36180,Ivelin Popov
CL,2017,200213,72,754,FK Spartak Moskva,16150,Lorenzo Melgarejo,16149,Zé Luís
CL,2017,200213,74,559,Sevilla FC,74,Pablo Sarabia,54,Jesús Navas
CL,2017,200213,77,559,Sevilla FC,59,Éver Banega,75,Michael Krohn-Dehli
CL,2017,200213,79,754,FK Spartak Moskva,16130,Andrei Eshchenko,16134,Marko Petković
CL,2017,200213,83,559,Sevilla FC,58,Gabriel Mercado,97,Sébastien Corchia
CL,2017,200224,31,113,SSC Napoli,2084,Faouzi Ghoulam,2093,Christian Maggio
CL,2017,200224,71,65,Manchester City FC,3182,Ilkay Gündogan,3196,David Silva
CL,2017,200224,75,113,SSC Napoli,2096,Allan,2098,Marko Rog
CL,2017,200224,76,65,Manchester City FC,7891,Sergio Agüero,3254,Bernardo Silva
CL,2017,200224,82,113,SSC Napoli,2094,Jorginho,2100,Adam Ounas
CL,2017,200224,90,65,Manchester City FC,3184,Leroy Sané,3236,Gabriel Jesus
CL,2017,200225,72,1887,FK Shakhtar Donetsk,16476,Bernard,16481,Alan Patrick
CL,2017,200225,72,675,Feyenoord Rotterdam,3782,Renato Tapia,7464,Kevin Diks
CL,2017,200225,80,675,Feyenoord Rotterdam,3469,Nicolai Jørgensen,7480,Sam Larsson
CL,2017,200225,89,1887,FK Shakhtar Donetsk,16485,Facundo Ferreyra,16477,Dentinho
CL,2017,200237,13,503,FC Porto,15917,Moussa Maréga,15908,André André
CL,2017,200237,46,721,RB Leipzig,9553,Bruma,3187,Timo Werner
CL,2017,200237,46,721,RB Leipzig,9538,Marcel Halstenberg,9536,Lukas Klostermann
CL,2017,200237,72,503,FC Porto,3296,Jesús Corona,3163,Maxi Pereira
CL,2017,200237,75,721,RB Leipzig,9552,Jean-Kévin Augustin,3466,Yussuf Poulsen
CL,2017,200237,89,503,FC Porto,15907,Yacine Brahimi,3288,Diego Reyes
CL,2017,200248,24,73,Tottenham Hotspur FC,3648,Toby Alderweireld,8001,Moussa Sissoko
CL,2017,200248,66,73,Tottenham Hotspur FC,7999,Harry Winks,3651,Moussa Dembélé
CL,2017,200248,73,86,Real Madrid CF,49,Karim Benzema,52,Marco Asensio
CL,2017,200248,73,86,Real Madrid CF,66,Isco,69,Borja Mayoral
CL,2017,200248,79,73,Tottenham Hotspur FC,8004,Harry Kane,8007,Llorente
CL,2017,200248,81,86,Real Madrid CF,43,Luka Modrić,71,Theo Hernández
CL,2017,200249,46,752,APOEL FC,15246,Nektarios Alexandrou,16119,Roland Sallai
CL,2017,200249,65,4,BV Borussia 09 Dortmund,142,Maximilian Philipp,163,Andrii Yarmolenko
CL,2017,200249,72,4,BV Borussia 09 Dortmund,3246,Raphaël Guerreiro,6481,Marcel Schmelzer
CL,2017,200249,74,752,APOEL FC,15248,Mickaël Poté,15234,Igor de Camargo
CL,2017,200249,82,752,APOEL FC,15245,Efstathios Aloneftis,15244,Agustín Farías
CL,2017,200249,86,4,BV Borussia 09 Dortmund,139,Ömer Toprak,6488,André Schürrle
CL,2017,200214,46,734,NK Maribor,15382,Blaž Vrhovec,43945,Dare Vršič
CL,2017,200214,53,754,FK Spartak Moskva,3553,Mario Pašalić,3677,Denis Glushakov
CL,2017,200214,63,754,FK Spartak Moskva,36180,Ivelin Popov,16150,Lorenzo Melgarejo
CL,2017,200214,68,734,NK Maribor,15381,Gregor Bajde,15376,Dino Hotič
CL,2017,200214,73,754,FK Spartak Moskva,16134,Marko Petković,3682,Roman Zobnin
CL,2017,200214,83,734,NK Maribor,43837,Damjan Bohar,15394,Jasmin Mešanović
CL,2017,200238,46,600,Beşiktaş JK,3431,Duško Tošić,15950,Gary Medel
CL,2017,200238,80,503,FC Porto,10182,Ricardo Pereira,3296,Jesús Corona
CL,2017,200238,87,600,Beşiktaş JK,3234,Talisca,15948,Oğuzhan Özyakup
CL,2017,200238,90,503,FC Porto,3294,Héctor Herrera,3288,Diego Reyes
CL,2017,200238,90,600,Beşiktaş JK,3247,Ricardo Quaresma,15953,Álvaro Negredo
CL,2017,200215,46,559,Sevilla FC,121,Steven N'Zonzi,60,Franco Vázquez
CL,2017,200215,63,64,Liverpool FC,7860,Alberto Moreno,7861,James Milner
CL,2017,200215,63,64,Liverpool FC,3228,Philippe Coutinho,3183,Emre Can
CL,2017,200215,73,559,Sevilla FC,61,Nolito,57,Luis Muriel
CL,2017,200215,81,559,Sevilla FC,73,Wissam Ben Yedder,77,Joaquín Correa
CL,2017,200215,87,64,Liverpool FC,3754,Mohamed Salah,3323,Alex Oxlade-Chamberlain
CL,2017,200226,64,65,Manchester City FC,3654,Kevin De Bruyne,3236,Gabriel Jesus
CL,2017,200226,69,675,Feyenoord Rotterdam,7477,Jean-Paul Boëtius,3469,Nicolai Jørgensen
CL,2017,200226,72,675,Feyenoord Rotterdam,7464,Kevin Diks,7471,Bart Nieuwkoop
CL,2017,200226,75,65,Manchester City FC,7885,Yaya Touré,7888,Phil Foden
CL,2017,200226,82,675,Feyenoord Rotterdam,7478,Steven Berghuis,7475,Bilal Basaçikoglu
CL,2017,200226,90,65,Manchester City FC,3329,Raheem Sterling,7887,Brahim Diaz
CL,2017,200227,65,113,SSC Napoli,2092,Lorenzo Insigne,2096,Allan
CL,2017,200227,70,1887,FK Shakhtar Donetsk,16479,Taras Stepanenko,16481,Alan Patrick
CL,2017,200227,77,113,SSC Napoli,2095,Marek Hamšík,2098,Marko Rog
CL,2017,200227,79,1887,FK Shakhtar Donetsk,16478,Marlos,16477,Dentinho
CL,2017,200227,86,113,SSC Napoli,2097,Piotr Zieliński,2090,Mário Rui
CL,2017,200239,35,721,RB Leipzig,9551,Marcel Sabitzer,9544,Diego Demme
CL,2017,200239,58,721,RB Leipzig,3187,Timo Werner,9553,Bruma
CL,2017,200239,60,548,AS Monaco FC,3637,Keïta Baldé,8766,Adama Diakhaby
CL,2017,200239,66,548,AS Monaco FC,8758,Rony,8761,Rachid Ghezzal
CL,2017,200239,79,721,RB Leipzig,3494,Emil Forsberg,9549,Konrad Laimer
CL,2017,200239,83,548,AS Monaco FC,3249,João Moutinho,8103,Guido Carrillo
CL,2017,200250,66,4,BV Borussia 09 Dortmund,6487,Shinji Kagawa,161,Gonzalo Castro
CL,2017,200250,78,4,BV Borussia 09 Dortmund,6483,Dan-Axel Zagadou,139,Ömer Toprak
CL,2017,200250,81,73,Tottenham Hotspur FC,3324,Dele Alli,3651,Moussa Dembélé
CL,2017,200250,85,73,Tottenham Hotspur FC,3459,Christian Eriksen,8001,Moussa Sissoko
CL,2017,200250,86,73,Tottenham Hotspur FC,8004,Harry Kane,8007,Llorente
CL,2017,200250,90,4,BV Borussia 09 Dortmund,141,Roman Bürki,159,Roman Weidenfeller
CL,2017,200251,58,86,Real Madrid CF,48,Marcelo,71,Theo Hernández
CL,2017,200251,58,86,Real Madrid CF,47,Toni Kroos,68,Dani Ceballos
CL,2017,200251,59,752,APOEL FC,15232,Vinícius,15244,Agustín Farías
CL,2017,200251,60,752,APOEL FC,16119,Roland Sallai,16117,Giorgos Efrem
CL,2017,200251,64,86,Real Madrid CF,49,Karim Benzema,69,Borja Mayoral
CL,2017,200251,66,752,APOEL FC,15226,Nuno Morais,15230,Lorenzo Ebecilio
CL,2017,200166,46,1903,Sport Lisboa e Benfica,16757,Diogo Gonçalves,16747,Franco Cervi
CL,2017,200166,50,1900,PFC CSKA Moskva,15791,Georgii Shchennikov,16681,Kirill Nababkin
CL,2017,200166,56,1903,Sport Lisboa e Benfica,37815,Filipe Augusto,3305,Raúl Jiménez
CL,2017,200166,77,1900,PFC CSKA Moskva,15795,Vitinho,15812,Konstantin Kuchaev
CL,2017,200166,83,1903,Sport Lisboa e Benfica,16743,Eliseu,3440,Andrija Živković
CL,2017,200166,84,1900,PFC CSKA Moskva,3676,Alan Dzagoev,16682,Astemir Gordyushenko
CL,2017,200190,46,611,Qarabağ Ağdam FK,15065,Mahir Emreli,15062,Coşqun Diniyev
CL,2017,200190,58,61,Chelsea FC,3195,Marcos Alonso,7804,Gary Cahill
CL,2017,200190,65,61,Chelsea FC,3653,Eden Hazard,7819,Álvaro Morata
CL,2017,200190,75,61,Chelsea FC,3367,N'Golo Kanté,7814,Danny Drinkwater
CL,2017,200190,81,611,Qarabağ Ağdam FK,15080,Donald Guerrier,15648,Elvin Yunuszadə
CL,2017,200190,85,611,Qarabağ Ağdam FK,15064,Dino Ndlovu,15968,Dani Quintana
CL,2017,200202,56,81,FC Barcelona,8135,Gerard Deulofeu,3218,Lionel Messi
CL,2017,200202,66,109,Juventus FC,2036,Miralem Pjanić,2041,Rodrigo Bentancur
CL,2017,200202,71,109,Juventus FC,2037,Juan Cuadrado,2032,Claudio Marchisio
CL,2017,200202,82,81,FC Barcelona,3197,Iniesta,3193,Jordi Alba
CL,2017,200202,85,109,Juventus FC,2039,Douglas Costa,2042,Blaise Matuidi
CL,2017,200203,46,654,PAE Olympiakos SFP,9246,Mehdi Carcela,15833,Sebá
CL,2017,200203,57,654,PAE Olympiakos SFP,15841,Kostas Fortounis,15129,Uroš Đurđević
CL,2017,200203,65,654,PAE Olympiakos SFP,15992,Panagiotis Tachtsidis,15829,Vadis Odjidja-Ofoe
CL,2017,200203,78,498,Sporting Clube de Portugal,15879,Jérémy Mathieu,11776,Tobias Figueiredo
CL,2017,200203,85,498,Sporting Clube de Portugal,15881,Cristiano Piccini,15155,Stefan Ristovski
CL,2017,200203,90,498,Sporting Clube de Portugal,15883,Bruno César,37457,Mattheus Oliveira
CL,2017,200167,64,66,Manchester United FC,3325,Jesse Lingard,3331,Marcus Rashford
CL,2017,200167,66,66,Manchester United FC,3366,Paul Pogba,3438,Nemanja Matić
CL,2017,200167,74,66,Manchester United FC,3372,Anthony Martial,11688,Zlatan Ibrahimovic
CL,2017,200167,80,729,FC Basel 1893,16051,Geoffroy Serey Dié,3498,Alexander Fransson
CL,2017,200178,13,732,Celtic FC,3489,Mikael Lustig,15619,Nir Bitton
CL,2017,200178,67,524,Paris Saint-Germain FC,3179,Julian Draxler,8483,Javier Pastore
CL,2017,200178,69,732,Celtic FC,15717,Jules Ntcham,15622,Kouassi Eboué
CL,2017,200178,76,524,Paris Saint-Germain FC,8482,Marco Verratti,3216,Giovani Lo Celso
CL,2017,200178,76,524,Paris Saint-Germain FC,3374,Kylian Mbappé,3210,Ángel di María
CL,2017,200178,77,732,Celtic FC,15618,Moussa Dembélé,15609,Leigh Griffiths
CL,2017,200179,44,5,FC Bayern München,356,Thiago Alcântara,365,James Rodríguez
CL,2017,200179,48,5,FC Bayern München,353,Arjen Robben,355,Javi Martínez
CL,2017,200179,65,726,RSC Anderlecht,8852,Pieter Gerkens,8861,Henry Onyekuru
CL,2017,200179,71,726,RSC Anderlecht,9352,Sofiane Hanni,8859,Massimo Bruno
CL,2017,200179,82,726,RSC Anderlecht,3543,Łukasz Teodorczyk,9308,Hamdi Harbaoui
CL,2017,200179,87,5,FC Bayern München,358,Arturo Vidal,350,Mats Hummels
CL,2017,200191,58,78,Club Atlético de Madrid,21506,Augusto Fernández,125,Ángel Correa
CL,2017,200191,62,100,AS Roma,1819,Lorenzo Pellegrini,1812,Kevin Strootman
CL,2017,200191,63,78,Club Atlético de Madrid,112,Koke,119,Gabi
CL,2017,200191,67,78,Club Atlético de Madrid,3657,Yannick Carrasco,127,Kevin Gameiro
CL,2017,200191,70,100,AS Roma,1815,Gerson,1824,Gregoire Defrel
CL,2017,200191,78,100,AS Roma,1816,Maxime Gonalons,1823,Stephan El Shaarawy
CL,2017,200192,57,78,Club Atlético de Madrid,122,Fernando Torres,3657,Yannick Carrasco
CL,2017,200192,64,61,Chelsea FC,7812,Tiemoué Bakayoko,7818,Pedro
CL,2017,200192,73,61,Chelsea FC,7807,Davide Zappacosta,3230,Willian
CL,2017,200192,78,78,Club Atlético de Madrid,119,Gabi,125,Ángel Correa
CL,2017,200192,79,78,Club Atlético de Madrid,115,José Maria Giménez,33155,Luciano Vietto
CL,2017,200192,81,61,Chelsea FC,7819,Álvaro Morata,3664,Michy Batshuayi
CL,2017,200193,72,100,AS Roma,1823,Stephan El Shaarawy,1815,Gerson
CL,2017,200193,76,611,Qarabağ Ağdam FK,15063,Əfran İsmayılov,15968,Dani Quintana
CL,2017,200193,81,100,AS Roma,1814,Diego Perotti,1819,Lorenzo Pellegrini
CL,2017,200193,85,611,Qarabağ Ağdam FK,15065,Mahir Emreli,15082,Ağabala Ramazanov
CL,2017,200193,85,611,Qarabağ Ağdam FK,15064,Dino Ndlovu,15540,Ramil Şeydayev
CL,2017,200204,46,498,Sporting Clube de Portugal,15155,Stefan Ristovski,3256,Gelson Martins
CL,2017,200204,46,498,Sporting Clube de Portugal,43909,Alan Ruiz,15889,Bas Dost
CL,2017,200204,61,81,FC Barcelona,15866,Aleix Vidal,3218,Lionel Messi
CL,2017,200204,64,81,FC Barcelona,3190,Piqué,10179,Busquets
CL,2017,200204,64,498,Sporting Clube de Portugal,15883,Bruno César,15878,Fábio Coentrão
CL,2017,200204,75,81,FC Barcelona,3169,Luis Suárez,3229,Paulinho
CL,2017,200205,46,654,PAE Olympiakos SFP,15833,Sebá,15826,Marko Marin
CL,2017,200205,62,109,Juventus FC,2046,Paulo Dybala,2036,Miralem Pjanić
CL,2017,200205,62,654,PAE Olympiakos SFP,15829,Vadis Odjidja-Ofoe,15841,Kostas Fortounis
CL,2017,200205,70,109,Juventus FC,2024,Andrea Barzagli,2027,Daniele Rugani
CL,2017,200205,71,654,PAE Olympiakos SFP,15129,Uroš Đurđević,15832,El Fardou Ben Nabouhane
CL,2017,200205,84,109,Juventus FC,2037,Juan Cuadrado,2040,Federico Bernardeschi
CL,2017,200168,66,66,Manchester United FC,7904,Ander Herrera,7905,Scott McTominay
