comp,season,matchid,minute,team.id,team.name,playerOut.id,playerOut.name,playerIn.id,playerIn.name
CL,2017,200068,54,1870,FC Alashkert,14818,Vahagn Minasyan,14837,Artak Grigoryan
CL,2017,200068,60,1879,FC Santa Coloma,14828,Juanfer Laín,14844,Víctor Rodríguez
CL,2017,200068,65,1870,FC Alashkert,14837,Artak Grigoryan,14836,Mladen Zeljković
CL,2017,200068,67,1879,FC Santa Coloma,14827,Marc Rebés,14843,Jérémy Lempereur
CL,2017,200068,75,1879,FC Santa Coloma,14832,Chus Sosa,14842,Albert Mercadé
CL,2017,200068,76,1870,FC Alashkert,14814,Artur Yedigaryan,14833,Zaven Badoyan
CL,2017,200064,38,1906,KF Trepça '89 Mitrovicë,14854,Lapidar Lladrovci,14878,Ylber Maloku
CL,2017,200064,60,1906,KF Trepça '89 Mitrovicë,14862,John Oto John,14879,Odi Chibuze
CL,2017,200064,74,1906,KF Trepça '89 Mitrovicë,14859,Shpetim Idrizi,14875,Kushtrim Lushtaku
CL,2017,200064,83,1905,Víkingur Gøta,14874,Sorin Vasili Anghel,14881,Heðin Hansen
CL,2017,200064,90,1905,Víkingur Gøta,14871,Gunnar Vatnhamar,14883,Jákup Olsen
CL,2017,200066,38,1882,FCI Tallinn,14914,Roman Nesterovski,14926,Andrei Kalimullin
CL,2017,200066,78,1892,Hibernians FC,14902,Marco Sahanek,14921,Joseph Mbong
CL,2017,200066,79,1882,FCI Tallinn,14913,Kirill Nesterov,14925,Vladimir Voskoboinikov
CL,2017,200066,83,1882,FCI Tallinn,14915,Evgenii Kharin,14928,Sergey Tumasyan
CL,2017,200066,90,1892,Hibernians FC,14903,Jorginho,14916,Jurgen Degabriele
CL,2017,200066,90,1892,Hibernians FC,14896,Jackson Lima,14917,Dunstan Vella
CL,2017,200070,68,1904,The New Saints FC,14952,Adrian Cieslewicz,14962,Alex Darlington
CL,2017,200070,73,1904,The New Saints FC,14686,Scott Quigley,14961,Greg Draper
CL,2017,200070,79,1874,Europa FC,14939,Álex Quillo,14960,Enrique Carreño
CL,2017,200070,84,1874,Europa FC,14937,Guille Roldán,14957,Joselinho
CL,2017,200070,90,1904,The New Saints FC,14947,Jamie Mullan,14964,Wes Fletcher
CL,2017,200072,61,1896,Linfield FC,14993,Niall Quinn,15007,Jordan Stewart
CL,2017,200072,75,1896,Linfield FC,14991,Aaron Burns,15006,Cameron Stewart
CL,2017,200072,80,1902,SP La Fiorita,14976,Adolfo Hirsch,14998,Tommaso Zafferani
CL,2017,200072,90,1902,SP La Fiorita,14981,Crocefisso Miglietta,15000,Lorenzo Lunadei
CL,2017,200072,90,1902,SP La Fiorita,14984,Emiliano Olcese,14995,Alessandro Guidi
CL,2017,200065,56,1905,Víkingur Gøta,14874,Sorin Vasili Anghel,14887,Hans Jákup Lervig
CL,2017,200065,56,1905,Víkingur Gøta,15015,Hans Djurhuus,14881,Heðin Hansen
CL,2017,200065,57,1906,KF Trepça '89 Mitrovicë,14860,Perparim Islami,14879,Odi Chibuze
CL,2017,200065,57,1906,KF Trepça '89 Mitrovicë,14858,Fiton Hajdari,14862,John Oto John
CL,2017,200065,71,1906,KF Trepça '89 Mitrovicë,14875,Kushtrim Lushtaku,14859,Shpetim Idrizi
CL,2017,200065,82,1905,Víkingur Gøta,14865,Adeshina Lawal,15020,Andreas Olsen
CL,2017,200067,15,1892,Hibernians FC,14894,Andrew Hogg,14918,Rudi Briffa
CL,2017,200067,66,1882,FCI Tallinn,14928,Sergey Tumasyan,14925,Vladimir Voskoboinikov
CL,2017,200067,71,1892,Hibernians FC,14902,Marco Sahanek,14921,Joseph Mbong
CL,2017,200067,71,1882,FCI Tallinn,14913,Kirill Nesterov,14923,Artur Rättel
CL,2017,200067,80,1882,FCI Tallinn,14912,Pavel Dõmov,14927,Eduard Golovljov
CL,2017,200067,89,1892,Hibernians FC,14903,Jorginho,14916,Jurgen Degabriele
CL,2017,200071,70,1904,The New Saints FC,14964,Wes Fletcher,14952,Adrian Cieslewicz
CL,2017,200071,73,1874,Europa FC,14937,Guille Roldán,14936,Toni García
CL,2017,200071,79,1904,The New Saints FC,14953,Steven Saunders,14961,Greg Draper
CL,2017,200071,100,1904,The New Saints FC,14951,Ryan Pryce,14962,Alex Darlington
CL,2017,200071,106,1874,Europa FC,14944,Alberto Merino,14960,Enrique Carreño
CL,2017,200069,60,1879,FC Santa Coloma,14829,Jaime Conde,14828,Juanfer Laín
CL,2017,200069,70,1870,FC Alashkert,15042,Mihran Manasyan,14814,Artur Yedigaryan
CL,2017,200069,75,1879,FC Santa Coloma,14843,Jérémy Lempereur,14831,Pedro Santos
CL,2017,200069,77,1870,FC Alashkert,14820,Uroš Nenadović,14834,Lester Peltier
CL,2017,200069,88,1879,FC Santa Coloma,14826,Robert Ramos,14841,Joel Martínez
CL,2017,200069,89,1870,FC Alashkert,14811,Artak Dashyan,14818,Vahagn Minasyan
CL,2017,200073,60,1902,SP La Fiorita,14980,Marco Brighi,15048,Adrian Ricchiuti
CL,2017,200073,67,1896,Linfield FC,4037,Paul Smyth,15008,Andy Mitchell
CL,2017,200073,69,1902,SP La Fiorita,14998,Tommaso Zafferani,14976,Adolfo Hirsch
CL,2017,200073,69,1896,Linfield FC,15006,Cameron Stewart,14991,Aaron Burns
CL,2017,200073,81,1902,SP La Fiorita,14975,Danilo Rinaldi,15049,Tiziano Mottola
CL,2017,200078,31,611,Qarabağ Ağdam FK,15056,Rəşad Fərhad Sadıqov,15077,Jakub Rzeźniczak
CL,2017,200078,64,1878,FC Samtredia,15071,Guram Samushia,15085,Davit Jikia
CL,2017,200078,65,611,Qarabağ Ağdam FK,15062,Coşqun Diniyev,15078,Richard Almeida
CL,2017,200078,69,1878,FC Samtredia,15068,Davit Razhamashvili,15084,Giorgi Beriashvili
CL,2017,200078,76,611,Qarabağ Ağdam FK,15063,Əfran İsmayılov,15080,Donald Guerrier
CL,2017,200098,63,1877,FC Red Bull Salzburg,15100,Takumi Minamino,15109,Hannes Wolf
CL,2017,200098,65,1892,Hibernians FC,14895,Clayton Failla,14902,Marco Sahanek
CL,2017,200098,70,1877,FC Red Bull Salzburg,3354,Hwang Heechan,15106,Fredrik Gulbrandsen
CL,2017,200098,75,1877,FC Red Bull Salzburg,15102,Reinhold Yabo,15107,Marc Rzatkowski
CL,2017,200098,76,1892,Hibernians FC,14899,Marcelo Dias,14921,Joseph Mbong
CL,2017,200098,84,1892,Hibernians FC,14898,Bjorn Kristensen,14916,Jurgen Degabriele
CL,2017,200080,46,850,FK Partizan Beograd,7431,Nemanja Mihajlović,15148,Leonardo
CL,2017,200080,64,1885,FK Budućnost Podgorica,15126,Vasilije Terzić,15138,Risto Ristović
CL,2017,200080,70,1885,FK Budućnost Podgorica,15124,Ivan Pejaković,15137,Driton Camaj
CL,2017,200080,78,1885,FK Budućnost Podgorica,15138,Risto Ristović,15136,Alen Melunović
CL,2017,200080,80,850,FK Partizan Beograd,15135,Marko Janković,15146,Petar Đuričković
CL,2017,200080,86,850,FK Partizan Beograd,15133,Léandre Tawamba,15143,Saša Ilić
CL,2017,200102,63,1893,HNK Rijeka,15160,Leonard Zhuta,15166,Florentin Matei
CL,2017,200102,70,1904,The New Saints FC,14964,Wes Fletcher,14952,Adrian Cieslewicz
CL,2017,200102,78,1893,HNK Rijeka,15156,Alexander Gorgon,15169,Mate Maleš
CL,2017,200102,87,1893,HNK Rijeka,3481,Mario Gavranović,15165,Matic Črnic
CL,2017,200084,59,1888,FK Spartaks Jūrmala,15183,Aziz Ibragimov,15197,Dmitri Platonov
CL,2017,200084,75,1884,Astana FK,15194,László Kleinheisler,15206,Roman Murtazaev
CL,2017,200084,76,1888,FK Spartaks Jūrmala,15179,Jevgeņijs Kazačoks,15200,Ingars Stuglis
CL,2017,200084,79,1888,FK Spartaks Jūrmala,15173,Edgars Gauračs,15196,Vladislavs Kozlovs
CL,2017,200084,88,1884,Astana FK,15190,Serikzhan Muzhikov,15202,Abzal Beysebekov
CL,2017,200084,90,1884,Astana FK,15186,Junior Kabananga,15203,Đorđe Despotović
CL,2017,200074,46,1875,F91 Diddeleng,15218,Kevin Malget,15238,Edisson Jordanov
CL,2017,200074,60,752,APOEL FC,15227,Tommy Oar,15249,Vander
CL,2017,200074,74,752,APOEL FC,15234,Igor de Camargo,15248,Mickaël Poté
CL,2017,200074,83,1875,F91 Diddeleng,15220,David Turpel,15243,Danel Sinani
CL,2017,200074,84,1875,F91 Diddeleng,15215,Stélvio,15242,Mario Pokar
CL,2017,200082,66,1886,FK Kukësi,15258,Hair Zeqiri,15277,Siraj Nasser
CL,2017,200082,69,1880,FC Sheriff Tiraspol,15273,Ion Jardan,15284,Ziguy Badibanga
CL,2017,200082,83,1886,FK Kukësi,15266,Sindrit Guri,15280,Izair Emini
CL,2017,200082,83,1880,FC Sheriff Tiraspol,15270,Stefan Mugoša,15287,Vitalie Damaşcan
CL,2017,200082,90,1886,FK Kukësi,15264,Elton Calé,15279,Jean Carioca
CL,2017,200082,90,1880,FC Sheriff Tiraspol,15275,Jeremy de Nooijer,15286,Vitalie Bordian
CL,2017,200088,65,1891,Hapoel Be'er Sheva FC,15297,Mahran Radi,15320,Mohammad Ghadir
CL,2017,200088,69,1872,Budapest Honvéd FC,15313,Zsolt Pölöskei,15323,Danilo
CL,2017,200088,71,1891,Hapoel Be'er Sheva FC,15295,Ben Sahar,15316,Elyaniv Barda
CL,2017,200088,73,1872,Budapest Honvéd FC,15305,Zsolt Laczkó,15326,Dávid Bobál
CL,2017,200088,81,1891,Hapoel Be'er Sheva FC,15300,Maor Melikson,15319,Michael Ohana
CL,2017,200090,46,1889,FK Vardar Skopje,15350,Besar Iseni,15361,Nikola Gligorov
CL,2017,200090,65,749,Malmö FF,8160,Erdal Rakip,15354,Mattias Svanberg
CL,2017,200090,66,749,Malmö FF,2351,Pa Konaté,15352,Magnus Wolff Eikrem
CL,2017,200090,74,1889,FK Vardar Skopje,15346,Tigran Barseghyan,15362,Dejan Blazhevski
CL,2017,200090,78,1889,FK Vardar Skopje,15343,Stefan Spirovski,15360,Damir Kojašević
CL,2017,200090,85,749,Malmö FF,4157,Pawel Cibicki,15356,Teddy Bergqvist
CL,2017,200092,61,1894,HŠK Zrinjski Mostar,15392,Miloš Filipović,15400,Ognjen Todorović
CL,2017,200092,61,1894,HŠK Zrinjski Mostar,15391,Semir Pezer,15403,Marko Perišić
CL,2017,200092,71,734,NK Maribor,15377,Luka Zahovič,15396,Aleks Pihler
CL,2017,200092,71,734,NK Maribor,15376,Dino Hotič,15393,Marcos Tavares
CL,2017,200092,78,1894,HŠK Zrinjski Mostar,6718,Marijan Ćavar,15404,Nardin Mulahusejnović
CL,2017,200092,84,734,NK Maribor,15381,Gregor Bajde,15394,Jasmin Mešanović
CL,2017,200100,64,748,FK BATE Borisov,15414,Mikalay Signevich,15426,Jasse Tuominen
CL,2017,200100,71,748,FK BATE Borisov,15413,Mikhail Hardzeichuk,15423,Maksim Valadzko
CL,2017,200100,73,1870,FC Alashkert,14813,Artak Yedigaryan,14833,Zaven Badoyan
CL,2017,200100,74,748,FK BATE Borisov,15419,Mirko Ivanić,15427,Yawhen Byarozkin
CL,2017,200100,87,1870,FC Alashkert,14814,Artur Yedigaryan,14836,Mladen Zeljković
CL,2017,200100,90,1870,FC Alashkert,15042,Mihran Manasyan,14820,Uroš Nenadović
CL,2017,200076,60,1890,FK Žalgiris Vilnius,15440,Liviu Antal,15454,Serge Nyuiadzi
CL,2017,200076,73,1890,FK Žalgiris Vilnius,4688,Matija Ljujić,15455,Bahrudin Atajić
CL,2017,200076,79,1901,PFK Ludogorets 1945 Razgrad,15451,Jody Lukoki,15461,Claudiu Keșerü
CL,2017,200076,84,1901,PFK Ludogorets 1945 Razgrad,15447,Wanderson,15466,Ihor Plastun
CL,2017,200076,89,1890,FK Žalgiris Vilnius,15438,Elivelto,15459,Vytautas Lukša
CL,2017,200096,57,1105,Legia Warszawa,15486,Michał Kopczyński,15500,Mateusz Szwoch
CL,2017,200096,63,1105,Legia Warszawa,15491,Dominik Nagy,15501,Łukasz Moneta
CL,2017,200096,65,1105,Legia Warszawa,2335,Guilherme,10201,Sebastian Szymański
CL,2017,200096,72,1895,IFK Mariehamn,15483,Aapo Mäenpää,15493,Albin Granlund
CL,2017,200096,79,1895,IFK Mariehamn,15480,Gabriel Petrović,15496,Robin Sid
CL,2017,200096,87,1895,IFK Mariehamn,15481,Robbin Sellin,15497,Tommy Wirtanen
CL,2017,200086,46,1876,FC København,15515,Youssef Toutouh,15533,Michael Lüftner
CL,2017,200086,58,1898,MSK Žilina,10831,Yusuf Otubanjo,15540,Ramil Şeydayev
CL,2017,200086,66,1876,FC København,15513,Pierre Bengtsson,15530,Kasper Kusk
CL,2017,200086,72,1898,MSK Žilina,15525,Eligijus Jankauskas,15537,Róbert Polievka
CL,2017,200086,75,1876,FC København,15516,Pieros Sotiriou,15534,Federico Santander
CL,2017,200086,86,1898,MSK Žilina,2559,Nikolas Špalek,15538,Juraj Chvátal
CL,2017,200094,42,889,Rosenborg BK,15552,Pål Helland,15570,Milan Jevtović
CL,2017,200094,64,1873,Dundalk FC,15565,Niclas Vemmelund,15578,Paddy Barrett
CL,2017,200094,72,1873,Dundalk FC,15556,Michael Duffy,15572,Dylan Connolly
CL,2017,200094,81,889,Rosenborg BK,7694,Fredrik Midtsjø,15568,Yann-Erik de Lanlay
CL,2017,200094,81,1873,Dundalk FC,15559,David McMillan,15576,Ciarán Kilduff
CL,2017,200104,63,1905,Víkingur Gøta,14873,Gert Age Hansen,15020,Andreas Olsen
CL,2017,200104,76,1907,FH Hafnarfjörður,15588,Halldór Björnsson,15599,Guðmundur Guðmundsson
CL,2017,200104,76,1907,FH Hafnarfjörður,15587,Þórarinn Valdimarsson,15597,Atli Guðnason
CL,2017,200104,85,1905,Víkingur Gøta,14874,Sorin Vasili Anghel,14881,Heðin Hansen
CL,2017,200104,90,1907,FH Hafnarfjörður,15589,Pétur Viðarsson,15596,Atli Björnsson
CL,2017,200106,55,1896,Linfield FC,14992,Matthew Clarke,15007,Jordan Stewart
CL,2017,200106,69,732,Celtic FC,15609,Leigh Griffiths,15618,Moussa Dembélé
CL,2017,200106,70,732,Celtic FC,15611,James Forrest,15616,Jonny Hayes
CL,2017,200085,64,1888,FK Spartaks Jūrmala,15173,Edgars Gauračs,15197,Dmitri Platonov
CL,2017,200085,72,1884,Astana FK,15187,Srđan Grahovac,15202,Abzal Beysebekov
CL,2017,200085,76,1884,Astana FK,15194,László Kleinheisler,15206,Roman Murtazaev
CL,2017,200085,83,1888,FK Spartaks Jūrmala,15200,Ingars Stuglis,15196,Vladislavs Kozlovs
CL,2017,200085,87,1884,Astana FK,15190,Serikzhan Muzhikov,15205,Evgeny Postnikov
CL,2017,200091,46,749,Malmö FF,15340,Franz Brorsson,15635,Rasmus Bengtsson
CL,2017,200091,46,1889,FK Vardar Skopje,15361,Nikola Gligorov,15362,Dejan Blazhevski
CL,2017,200091,63,749,Malmö FF,2351,Pa Konaté,8160,Erdal Rakip
CL,2017,200091,73,1889,FK Vardar Skopje,15346,Tigran Barseghyan,15364,Vladica Brdarovski
CL,2017,200091,83,749,Malmö FF,15338,Oscar Lewicki,15354,Mattias Svanberg
CL,2017,200091,85,1889,FK Vardar Skopje,15351,Jonathan Balotelli,15363,Visar Musliu
CL,2017,200101,33,748,FK BATE Borisov,15417,Alyaksey Ryas,15423,Maksim Valadzko
CL,2017,200101,43,748,FK BATE Borisov,15420,Nemanja Milunović,15422,Vitalii Gayduchik
CL,2017,200101,46,1870,FC Alashkert,14837,Artak Grigoryan,15042,Mihran Manasyan
CL,2017,200101,66,1870,FC Alashkert,14838,Miljan Jablan,14818,Vahagn Minasyan
CL,2017,200101,72,1870,FC Alashkert,14839,Dmytro Khovbosha,14834,Lester Peltier
CL,2017,200101,82,748,FK BATE Borisov,15411,Stanislaw Drahun,15418,Yury Kendysh
CL,2017,200079,57,1878,FC Samtredia,15075,Teimuraz Markozashvili,15071,Guram Samushia
CL,2017,200079,61,611,Qarabağ Ağdam FK,15078,Richard Almeida,15081,Rahid Əmirquliyev
CL,2017,200079,62,611,Qarabağ Ağdam FK,15080,Donald Guerrier,15063,Əfran İsmayılov
CL,2017,200079,70,611,Qarabağ Ağdam FK,15064,Dino Ndlovu,15082,Ağabala Ramazanov
CL,2017,200079,77,1878,FC Samtredia,15076,Nikoloz Sabanadze,15085,Davit Jikia
CL,2017,200079,84,1878,FC Samtredia,15647,Inters Gui,15089,Akaki Ninua
CL,2017,200103,52,1893,HNK Rijeka,15157,Marko Vešović,3481,Mario Gavranović
CL,2017,200103,57,1904,The New Saints FC,14964,Wes Fletcher,14952,Adrian Cieslewicz
CL,2017,200103,62,1904,The New Saints FC,14686,Scott Quigley,14961,Greg Draper
CL,2017,200103,62,1893,HNK Rijeka,15162,Heber,15163,Damjan Đoković
CL,2017,200103,65,1904,The New Saints FC,14949,Aeron Edwards,14966,Tom Holland
CL,2017,200103,68,1893,HNK Rijeka,15156,Alexander Gorgon,15165,Matic Črnic
CL,2017,200105,28,1905,Víkingur Gøta,15015,Hans Djurhuus,15020,Andreas Olsen
CL,2017,200105,62,1907,FH Hafnarfjörður,15592,Emil Pálsson,15598,Robbie Crawford
CL,2017,200105,88,1905,Víkingur Gøta,14872,Filip Đorđević,14887,Hans Jákup Lervig
CL,2017,200105,88,1905,Víkingur Gøta,14864,Fróði Benjaminsen,14881,Heðin Hansen
CL,2017,200081,64,1885,FK Budućnost Podgorica,15137,Driton Camaj,15136,Alen Melunović
CL,2017,200081,69,1885,FK Budućnost Podgorica,15126,Vasilije Terzić,15124,Ivan Pejaković
CL,2017,200081,82,850,FK Partizan Beograd,15135,Marko Janković,7431,Nemanja Mihajlović
CL,2017,200081,83,1885,FK Budućnost Podgorica,15120,Luka Mirković,15139,Danilo Marković
CL,2017,200081,88,850,FK Partizan Beograd,15148,Leonardo,15144,Danilo Pantić
CL,2017,200081,90,850,FK Partizan Beograd,15146,Petar Đuričković,15143,Saša Ilić
CL,2017,200075,46,1875,F91 Diddeleng,15219,Tom Schnell,15242,Mario Pokar
CL,2017,200075,58,1875,F91 Diddeleng,15239,Omar Er Rafik,15669,Niko Dobros
CL,2017,200075,61,752,APOEL FC,15236,Zhivko Milanov,15231,Kostakis Artymatas
CL,2017,200075,72,752,APOEL FC,15227,Tommy Oar,15249,Vander
CL,2017,200075,73,1875,F91 Diddeleng,15225,Bertino João Barbosa,15243,Danel Sinani
CL,2017,200075,80,752,APOEL FC,15234,Igor de Camargo,15248,Mickaël Poté
CL,2017,200095,59,1873,Dundalk FC,15556,Michael Duffy,15574,Stephen O'Donnell
CL,2017,200095,72,889,Rosenborg BK,15568,Yann-Erik de Lanlay,15554,Matthías Vilhjálmsson
CL,2017,200095,84,1873,Dundalk FC,5379,Patrick McEleney,15577,Jamie McGrath
CL,2017,200095,94,1873,Dundalk FC,15559,David McMillan,15576,Ciarán Kilduff
CL,2017,200095,105,889,Rosenborg BK,15570,Milan Jevtović,15674,Elbasan Rashani
CL,2017,200095,114,889,Rosenborg BK,3465,Nicklas Bendtner,15566,Marius Lundemo
CL,2017,200083,46,1886,FK Kukësi,15264,Elton Calé,15277,Siraj Nasser
CL,2017,200083,62,1886,FK Kukësi,15266,Sindrit Guri,15279,Jean Carioca
CL,2017,200083,72,1886,FK Kukësi,15263,Besar Musolli,15258,Hair Zeqiri
CL,2017,200083,82,1880,FC Sheriff Tiraspol,15284,Ziguy Badibanga,15286,Vitalie Bordian
CL,2017,200083,88,1880,FC Sheriff Tiraspol,15270,Stefan Mugoša,12805,Victor Oliveira
CL,2017,200083,90,1880,FC Sheriff Tiraspol,781,Cyrille Bayala,15273,Ion Jardan
CL,2017,200087,61,1898,MSK Žilina,15537,Róbert Polievka,15686,Samuel Mráz
CL,2017,200087,65,1876,FC København,15532,Uroš Matič,3457,William Kvist
CL,2017,200087,66,1898,MSK Žilina,15541,Eugeniu Cociuc,15540,Ramil Şeydayev
CL,2017,200087,67,1876,FC København,15516,Pieros Sotiriou,15518,Andrija Pavlović
CL,2017,200087,75,1898,MSK Žilina,15527,Kristián Vallo,15523,Martin Králik
CL,2017,200077,46,1890,FK Žalgiris Vilnius,15456,Mahamane Traoré,15455,Bahrudin Atajić
CL,2017,200077,67,1890,FK Žalgiris Vilnius,15454,Serge Nyuiadzi,15459,Vytautas Lukša
CL,2017,200077,76,1890,FK Žalgiris Vilnius,4688,Matija Ljujić,15457,Diego Oyarzún
CL,2017,200077,80,1901,PFK Ludogorets 1945 Razgrad,8520,Jonathan Cafú,15463,Virgil Misidjan
CL,2017,200077,86,1901,PFK Ludogorets 1945 Razgrad,15447,Wanderson,15465,João Paulo
CL,2017,200077,88,1901,PFK Ludogorets 1945 Razgrad,15461,Claudiu Keșerü,15451,Jody Lukoki
CL,2017,200093,65,734,NK Maribor,15376,Dino Hotič,15394,Jasmin Mešanović
CL,2017,200093,66,734,NK Maribor,15377,Luka Zahovič,15393,Marcos Tavares
CL,2017,200093,70,1894,HŠK Zrinjski Mostar,15403,Marko Perišić,6718,Marijan Ćavar
CL,2017,200093,80,1894,HŠK Zrinjski Mostar,15392,Miloš Filipović,15698,Tonći Kukoč-Petraello
CL,2017,200093,86,1894,HŠK Zrinjski Mostar,15391,Semir Pezer,15404,Nardin Mulahusejnović
CL,2017,200099,47,1892,Hibernians FC,14899,Marcelo Dias,14921,Joseph Mbong
CL,2017,200099,56,1877,FC Red Bull Salzburg,15106,Fredrik Gulbrandsen,3354,Hwang Heechan
CL,2017,200099,64,1877,FC Red Bull Salzburg,15107,Marc Rzatkowski,15704,Amadou Haïdara
CL,2017,200099,65,1892,Hibernians FC,14900,Johann Bezzina,14902,Marco Sahanek
CL,2017,200099,69,1877,FC Red Bull Salzburg,6563,Valentino Lazaro,15108,Patrick Farkas
CL,2017,200099,80,1892,Hibernians FC,14895,Clayton Failla,14916,Jurgen Degabriele
CL,2017,200097,46,1105,Legia Warszawa,2335,Guilherme,15712,Konrad Michalak
CL,2017,200097,58,1105,Legia Warszawa,3530,Michał Pazdan,15486,Michał Kopczyński
CL,2017,200097,65,1105,Legia Warszawa,15709,Michał Kucharczyk,15488,Kasper Hämäläinen
CL,2017,200097,66,1895,IFK Mariehamn,15474,Kristian Kojola,15493,Albin Granlund
CL,2017,200097,75,1895,IFK Mariehamn,15481,Robbin Sellin,15498,Joel Mattsson
CL,2017,200097,86,1895,IFK Mariehamn,15482,Aleksei Kangaskolkka,15495,Rezgar Amani
CL,2017,200107,65,1896,Linfield FC,4037,Paul Smyth,15007,Jordan Stewart
CL,2017,200107,66,1896,Linfield FC,15002,Robert Garrett,15003,Kirk Millar
CL,2017,200107,67,732,Celtic FC,15717,Jules Ntcham,15614,Stuart Armstrong
CL,2017,200107,68,732,Celtic FC,15611,James Forrest,15616,Jonny Hayes
CL,2017,200107,72,1896,Linfield FC,14990,Andy Waterworth,15006,Cameron Stewart
CL,2017,200107,75,732,Celtic FC,15620,Callum McGregor,5366,Kundai Benyu
CL,2017,200089,35,1872,Budapest Honvéd FC,15313,Zsolt Pölöskei,15325,Kadima Kabangu
CL,2017,200089,36,1891,Hapoel Be'er Sheva FC,15295,Ben Sahar,15316,Elyaniv Barda
CL,2017,200089,56,1891,Hapoel Be'er Sheva FC,15298,Mihály Korhut,15317,Matan Ohayon
CL,2017,200089,63,1891,Hapoel Be'er Sheva FC,15316,Elyaniv Barda,15320,Mohammad Ghadir
CL,2017,200089,74,1872,Budapest Honvéd FC,15305,Zsolt Laczkó,15329,Bálint Tömösvári
CL,2017,200120,24,748,FK BATE Borisov,15419,Mirko Ivanić,15744,Jurica Buljat
CL,2017,200120,66,930,SK Slavia Praha,15726,Ruslan Rotan,15740,Muris Mešanović
CL,2017,200120,76,930,SK Slavia Praha,15727,Danny,15737,Ruslan Mingazow
CL,2017,200120,78,748,FK BATE Borisov,15416,Ihar Stasevich,15426,Jasse Tuominen
CL,2017,200120,90,748,FK BATE Borisov,15411,Stanislaw Drahun,15427,Yawhen Byarozkin
CL,2017,200130,24,611,Qarabağ Ağdam FK,15077,Jakub Rzeźniczak,15648,Elvin Yunuszadə
CL,2017,200130,62,611,Qarabağ Ağdam FK,15063,Əfran İsmayılov,15065,Mahir Emreli
CL,2017,200130,71,1880,FC Sheriff Tiraspol,15270,Stefan Mugoša,15748,Benjamin Balima
CL,2017,200130,77,1880,FC Sheriff Tiraspol,15269,Josip Brezovec,15286,Vitalie Bordian
CL,2017,200130,88,611,Qarabağ Ağdam FK,15080,Donald Guerrier,15082,Ağabala Ramazanov
CL,2017,200130,90,1880,FC Sheriff Tiraspol,781,Cyrille Bayala,15287,Vitalie Damaşcan
CL,2017,200108,46,1883,FCSB,15762,Florin Tănase,15776,William
CL,2017,200108,57,1883,FCSB,15757,Denis Alibec,15775,Harlem-Eddy Gnohéré
CL,2017,200108,66,1883,FCSB,15756,Constantin Budescu,15777,Vlad Achim
CL,2017,200108,66,1881,FC Viktoria Plzeň,15766,Michal Krmenčík,15786,Marek Bakoš
CL,2017,200108,69,1881,FC Viktoria Plzeň,15769,Milan Petržela,15785,Martin Zeman
CL,2017,200108,84,1881,FC Viktoria Plzeň,15768,Daniel Kolář,15784,Jakub Řezníček
CL,2017,200114,59,1899,PAE AEK,15802,Marko Livaja,15813,Hugo Almeida
CL,2017,200114,59,1899,PAE AEK,15806,André Simões,15815,Viktor Klonaridis
CL,2017,200114,70,1899,PAE AEK,15799,Lazaros Christodoulopoulos,4527,Patricio Rodríguez
CL,2017,200114,75,1900,PFC CSKA Moskva,3676,Alan Dzagoev,15810,Bibras Natcho
CL,2017,200114,84,1900,PFC CSKA Moskva,3683,Aleksandr Golovin,15808,Georgi Milanov
CL,2017,200114,87,1900,PFC CSKA Moskva,8835,Fedor Chalov,15811,Aleksandr Makarov
CL,2017,200134,60,1889,FK Vardar Skopje,15362,Dejan Blazhevski,15360,Damir Kojašević
CL,2017,200134,67,1876,FC København,15515,Youssef Toutouh,15531,Nicolaj Thomsen
CL,2017,200134,73,1876,FC København,15518,Andrija Pavlović,15516,Pieros Sotiriou
CL,2017,200134,76,1889,FK Vardar Skopje,15346,Tigran Barseghyan,15364,Vladica Brdarovski
CL,2017,200134,88,1889,FK Vardar Skopje,15345,Boban Nikolov,15361,Nikola Gligorov
CL,2017,200118,72,850,FK Partizan Beograd,15132,Lazar Ćirković,15147,Nemanja Miletić
CL,2017,200118,81,654,PAE Olympiakos SFP,15826,Marko Marin,15838,Saša Zdjelar
CL,2017,200118,81,654,PAE Olympiakos SFP,9246,Mehdi Carcela,15836,Felipe Pardo
CL,2017,200118,82,850,FK Partizan Beograd,15135,Marko Janković,15144,Danilo Pantić
CL,2017,200118,89,654,PAE Olympiakos SFP,15832,El Fardou Ben Nabouhane,15834,Emmanuel Emenike
CL,2017,200132,20,1884,Astana FK,15203,Đorđe Despotović,15206,Roman Murtazaev
CL,2017,200132,62,1105,Legia Warszawa,15491,Dominik Nagy,16235,Cristian Pasquato
CL,2017,200132,70,1105,Legia Warszawa,15488,Kasper Hämäläinen,32955,Armando Sadiku
CL,2017,200132,80,1884,Astana FK,15194,László Kleinheisler,15187,Srđan Grahovac
CL,2017,200132,83,1105,Legia Warszawa,15709,Michał Kucharczyk,15712,Konrad Michalak
CL,2017,200132,89,1884,Astana FK,15206,Roman Murtazaev,15205,Evgeny Postnikov
CL,2017,200112,52,1871,BSC Young Boys,16272,Sékou Sanogo,16280,Roger Assalé
CL,2017,200112,62,1871,BSC Young Boys,16265,Michel Aebischer,16271,Leonardo Bertone
CL,2017,200112,65,842,FK Dynamo Kyiv,16170,Serhii Sydorchuk,16174,Mykyta Korzun
