comp,season,matchid,minute,card,team.id,team.name,player.id,player.name
CL,2017,200113,55,YELLOW_CARD,842,FK Dynamo Kyiv,16175,Volodymyr Shepeliev
CL,2017,200113,57,YELLOW_CARD,1871,BSC Young Boys,16279,Guillaume Hoarau
CL,2017,200113,60,YELLOW_CARD,842,FK Dynamo Kyiv,3550,Domagoj Vida
CL,2017,200113,74,YELLOW_CARD,842,FK Dynamo Kyiv,16164,Tamás Kadár
CL,2017,200113,76,YELLOW_CARD,842,FK Dynamo Kyiv,16184,Derlis González
CL,2017,200113,79,YELLOW_CARD,842,FK Dynamo Kyiv,29124,Maksym Koval
CL,2017,200113,90,YELLOW_CARD,842,FK Dynamo Kyiv,16161,Yevhen Khacheridi
CL,2017,200125,29,YELLOW_CARD,1901,PFK Ludogorets 1945 Razgrad,15461,Claudiu Keșerü
CL,2017,200125,35,YELLOW_CARD,1891,Hapoel Be'er Sheva FC,15320,Mohammad Ghadir
CL,2017,200125,38,YELLOW_CARD,1891,Hapoel Be'er Sheva FC,15301,Ben Bitton
CL,2017,200125,41,YELLOW_CARD,1901,PFK Ludogorets 1945 Razgrad,15449,Natanael Pimienta
CL,2017,200125,59,YELLOW_CARD,1891,Hapoel Be'er Sheva FC,15296,Miguel Vitor
CL,2017,200125,61,YELLOW_CARD,1901,PFK Ludogorets 1945 Razgrad,8520,Jonathan Cafú
CL,2017,200125,65,YELLOW_CARD,1891,Hapoel Be'er Sheva FC,15304,Anthony Nwakaeme
CL,2017,200125,74,YELLOW_CARD,1891,Hapoel Be'er Sheva FC,15319,Michael Ohana
CL,2017,200125,85,YELLOW_CARD,1901,PFK Ludogorets 1945 Razgrad,15466,Ihor Plastun
CL,2017,200125,87,YELLOW_RED_CARD,1891,Hapoel Be'er Sheva FC,15319,Michael Ohana
CL,2017,200125,90,YELLOW_CARD,1891,Hapoel Be'er Sheva FC,15303,Guy Haimov
CL,2017,200125,90,YELLOW_CARD,1891,Hapoel Be'er Sheva FC,15318,Vladimir Broun
CL,2017,200125,90,RED_CARD,1901,PFK Ludogorets 1945 Razgrad,15446,Marcelinho
CL,2017,200127,37,YELLOW_CARD,734,NK Maribor,15375,Mitja Viler
CL,2017,200127,50,YELLOW_CARD,734,NK Maribor,15382,Blaž Vrhovec
CL,2017,200127,56,YELLOW_CARD,1907,FH Hafnarfjörður,15591,Kassim Doumbia
CL,2017,200127,69,YELLOW_CARD,1907,FH Hafnarfjörður,15590,Davíð Viðarsson
CL,2017,200127,74,YELLOW_CARD,1907,FH Hafnarfjörður,15597,Atli Guðnason
CL,2017,200127,75,YELLOW_CARD,734,NK Maribor,15373,Marko Šuler
CL,2017,200127,90,YELLOW_CARD,734,NK Maribor,15374,Aleksander Rajčevič
CL,2017,200127,90,YELLOW_CARD,1907,FH Hafnarfjörður,15589,Pétur Viðarsson
CL,2017,200127,90,YELLOW_CARD,1907,FH Hafnarfjörður,15593,Böðvar Böðvarsson
CL,2017,200127,90,YELLOW_CARD,734,NK Maribor,15376,Dino Hotič
CL,2017,200111,9,YELLOW_CARD,678,AFC Ajax,3733,Davinson Sánchez
CL,2017,200111,17,YELLOW_CARD,522,OGC Nice,8424,Malang Sarr
CL,2017,200111,21,YELLOW_CARD,678,AFC Ajax,3707,Hakim Ziyech
CL,2017,200111,38,YELLOW_CARD,522,OGC Nice,208,Vincent Koziello
CL,2017,200111,59,YELLOW_CARD,522,OGC Nice,1786,Valentin Eysseric
CL,2017,200119,21,YELLOW_CARD,850,FK Partizan Beograd,15145,Marko Jevtović
CL,2017,200119,45,YELLOW_CARD,850,FK Partizan Beograd,15135,Marko Janković
CL,2017,200119,50,YELLOW_CARD,654,PAE Olympiakos SFP,15829,Vadis Odjidja-Ofoe
CL,2017,200119,68,YELLOW_CARD,850,FK Partizan Beograd,15133,Léandre Tawamba
CL,2017,200119,90,YELLOW_CARD,654,PAE Olympiakos SFP,155,Panagiotis Retsos
CL,2017,200119,90,YELLOW_CARD,850,FK Partizan Beograd,15128,Nebojša Kosović
CL,2017,200129,7,YELLOW_CARD,1877,FC Red Bull Salzburg,10206,Duje Ćaleta-Car
CL,2017,200129,45,YELLOW_CARD,1877,FC Red Bull Salzburg,15102,Reinhold Yabo
CL,2017,200129,51,YELLOW_CARD,1877,FC Red Bull Salzburg,15103,Diadié Samassékou
CL,2017,200129,63,YELLOW_CARD,1893,HNK Rijeka,15169,Mate Maleš
CL,2017,200129,70,YELLOW_CARD,1893,HNK Rijeka,15158,Josip Mišić
CL,2017,200129,84,YELLOW_CARD,1893,HNK Rijeka,3555,Filip Bradarić
CL,2017,200129,90,YELLOW_CARD,1877,FC Red Bull Salzburg,1143,Paulo Miranda
CL,2017,200133,16,YELLOW_CARD,1884,Astana FK,15193,Ivan Maewski
CL,2017,200133,59,YELLOW_CARD,1884,Astana FK,15189,Dmitriy Shomko
CL,2017,200133,60,YELLOW_CARD,1105,Legia Warszawa,3528,Artur Jędrzejczyk
CL,2017,200133,60,YELLOW_CARD,1884,Astana FK,15188,Marin Aničić
CL,2017,200133,74,YELLOW_CARD,1884,Astana FK,15191,Patrick Twumasi
CL,2017,200133,82,YELLOW_CARD,1105,Legia Warszawa,15491,Dominik Nagy
CL,2017,200137,38,YELLOW_CARD,889,Rosenborg BK,15570,Milan Jevtović
CL,2017,200137,75,YELLOW_CARD,889,Rosenborg BK,15552,Pål Helland
CL,2017,200138,71,YELLOW_CARD,1876,FC København,15519,Benjamin Verbič
CL,2017,200138,90,YELLOW_CARD,1876,FC København,23966,Danny Amankwaa
CL,2017,200140,6,YELLOW_CARD,930,SK Slavia Praha,15726,Ruslan Rotan
CL,2017,200140,53,YELLOW_CARD,752,APOEL FC,15234,Igor de Camargo
CL,2017,200140,78,YELLOW_CARD,752,APOEL FC,16114,Carlão
CL,2017,200150,33,YELLOW_CARD,1900,PFC CSKA Moskva,3676,Alan Dzagoev
CL,2017,200150,43,YELLOW_CARD,1900,PFC CSKA Moskva,15793,Pontus Wernbloom
CL,2017,200150,47,YELLOW_CARD,1871,BSC Young Boys,16271,Leonardo Bertone
CL,2017,200150,56,YELLOW_CARD,1871,BSC Young Boys,16272,Sékou Sanogo
CL,2017,200150,88,YELLOW_CARD,1900,PFC CSKA Moskva,15791,Georgii Shchennikov
CL,2017,200150,90,YELLOW_CARD,1871,BSC Young Boys,16262,Steve von Bergen
CL,2017,200154,34,YELLOW_CARD,2,TSG 1899 Hoffenheim,330,Ermin Bičakčić
CL,2017,200154,51,YELLOW_CARD,64,Liverpool FC,3183,Emre Can
CL,2017,200154,55,YELLOW_CARD,64,Liverpool FC,7867,Trent Alexander-Arnold
CL,2017,200154,76,YELLOW_CARD,2,TSG 1899 Hoffenheim,394,Benjamin Hübner
CL,2017,200156,32,YELLOW_CARD,1883,FCSB,15763,Mihai Pintilii
CL,2017,200156,56,YELLOW_CARD,498,Sporting Clube de Portugal,15881,Cristiano Piccini
CL,2017,200156,63,YELLOW_CARD,498,Sporting Clube de Portugal,3212,Marcos Acuña
CL,2017,200156,64,YELLOW_CARD,1883,FCSB,15762,Florin Tănase
CL,2017,200156,70,YELLOW_CARD,1883,FCSB,15779,Ovidiu Popescu
CL,2017,200156,80,YELLOW_RED_CARD,1883,FCSB,15763,Mihai Pintilii
CL,2017,200156,82,YELLOW_CARD,498,Sporting Clube de Portugal,15885,Rodrigo Battaglia
CL,2017,200156,84,YELLOW_CARD,498,Sporting Clube de Portugal,3257,Bruno Fernandes
CL,2017,200156,86,YELLOW_CARD,498,Sporting Clube de Portugal,15891,Seydou Doumbia
CL,2017,200156,88,YELLOW_CARD,1883,FCSB,15760,Ionuţ Larie
CL,2017,200142,19,YELLOW_CARD,1893,HNK Rijeka,300,Josip Elez
CL,2017,200142,37,YELLOW_CARD,654,PAE Olympiakos SFP,15991,Guillaume Gillet
CL,2017,200142,49,YELLOW_CARD,1893,HNK Rijeka,15160,Leonard Zhuta
CL,2017,200142,52,YELLOW_CARD,1893,HNK Rijeka,15169,Mate Maleš
CL,2017,200142,64,YELLOW_CARD,654,PAE Olympiakos SFP,15829,Vadis Odjidja-Ofoe
CL,2017,200142,81,YELLOW_CARD,1893,HNK Rijeka,15162,Heber
CL,2017,200142,83,YELLOW_RED_CARD,1893,HNK Rijeka,15160,Leonard Zhuta
CL,2017,200144,6,YELLOW_CARD,1884,Astana FK,15205,Evgeny Postnikov
CL,2017,200144,40,YELLOW_CARD,732,Celtic FC,15610,Scott Brown
CL,2017,200144,49,YELLOW_CARD,732,Celtic FC,15615,Kieran Tierney
CL,2017,200144,63,YELLOW_CARD,1884,Astana FK,15184,Yuri Logvinenko
CL,2017,200144,69,YELLOW_CARD,1884,Astana FK,15185,Ihar Shytaw
CL,2017,200146,45,YELLOW_CARD,734,NK Maribor,15382,Blaž Vrhovec
CL,2017,200146,77,YELLOW_CARD,734,NK Maribor,15375,Mitja Viler
CL,2017,200146,81,YELLOW_CARD,1891,Hapoel Be'er Sheva FC,15300,Maor Melikson
CL,2017,200148,29,YELLOW_CARD,559,Sevilla FC,58,Gabriel Mercado
CL,2017,200148,55,YELLOW_CARD,559,Sevilla FC,64,Guido Pizarro
CL,2017,200148,67,YELLOW_CARD,1897,Medipol Başakşehir FK,16653,Emre Belözoğlu
CL,2017,200152,63,YELLOW_CARD,113,SSC Napoli,2092,Lorenzo Insigne
CL,2017,200152,65,YELLOW_CARD,522,OGC Nice,8443,Alassane Pléa
CL,2017,200152,79,RED_CARD,522,OGC Nice,208,Vincent Koziello
CL,2017,200152,79,YELLOW_RED_CARD,522,OGC Nice,8443,Alassane Pléa
CL,2017,200145,70,YELLOW_CARD,1884,Astana FK,15205,Evgeny Postnikov
CL,2017,200145,82,YELLOW_CARD,1884,Astana FK,15189,Dmitriy Shomko
CL,2017,200145,90,YELLOW_CARD,1884,Astana FK,15187,Srđan Grahovac
CL,2017,200143,9,YELLOW_CARD,654,PAE Olympiakos SFP,15827,Alaixys Romao
CL,2017,200143,38,YELLOW_CARD,1893,HNK Rijeka,15164,Ivan Martic
CL,2017,200143,59,YELLOW_CARD,654,PAE Olympiakos SFP,11783,Stefanos Kapino
CL,2017,200143,68,YELLOW_CARD,1893,HNK Rijeka,15158,Josip Mišić
CL,2017,200143,86,YELLOW_CARD,654,PAE Olympiakos SFP,15833,Sebá
CL,2017,200143,89,YELLOW_CARD,654,PAE Olympiakos SFP,9246,Mehdi Carcela
CL,2017,200147,10,YELLOW_CARD,734,NK Maribor,15375,Mitja Viler
CL,2017,200147,19,YELLOW_CARD,1891,Hapoel Be'er Sheva FC,15320,Mohammad Ghadir
CL,2017,200147,29,YELLOW_CARD,1891,Hapoel Be'er Sheva FC,16548,Hatem Abd Elhamed
CL,2017,200147,51,YELLOW_CARD,1891,Hapoel Be'er Sheva FC,15322,Loai Taha
CL,2017,200147,73,YELLOW_CARD,1891,Hapoel Be'er Sheva FC,15301,Ben Bitton
CL,2017,200147,80,YELLOW_CARD,734,NK Maribor,15379,Marwan Kabha
CL,2017,200149,49,YELLOW_CARD,1897,Medipol Başakşehir FK,16643,Alexandru Epureanu
CL,2017,200149,61,YELLOW_CARD,1897,Medipol Başakşehir FK,16652,Márcio Mossoró
CL,2017,200149,66,YELLOW_CARD,559,Sevilla FC,15927,Nicolás Pareja
CL,2017,200149,69,YELLOW_CARD,559,Sevilla FC,77,Joaquín Correa
CL,2017,200149,89,YELLOW_CARD,559,Sevilla FC,63,Clément Lenglet
CL,2017,200153,8,YELLOW_CARD,522,OGC Nice,8430,Jean Michaël Seri
CL,2017,200153,82,YELLOW_CARD,522,OGC Nice,8439,Pierre Lees Melou
CL,2017,200153,84,YELLOW_CARD,113,SSC Napoli,2086,Kalidou Koulibaly
CL,2017,200139,4,YELLOW_CARD,1876,FC København,15533,Michael Lüftner
CL,2017,200139,44,YELLOW_CARD,611,Qarabağ Ağdam FK,15055,Míchel
CL,2017,200139,75,YELLOW_CARD,611,Qarabağ Ağdam FK,15077,Jakub Rzeźniczak
CL,2017,200139,77,YELLOW_CARD,1876,FC København,3451,Peter Ankersen
CL,2017,200139,86,YELLOW_CARD,1876,FC København,15515,Youssef Toutouh
CL,2017,200139,90,YELLOW_CARD,611,Qarabağ Ağdam FK,15064,Dino Ndlovu
CL,2017,200141,19,YELLOW_CARD,930,SK Slavia Praha,15728,Josef Hušbauer
CL,2017,200141,21,YELLOW_CARD,752,APOEL FC,15232,Vinícius
CL,2017,200141,39,YELLOW_CARD,752,APOEL FC,15234,Igor de Camargo
CL,2017,200141,61,YELLOW_CARD,930,SK Slavia Praha,15740,Muris Mešanović
CL,2017,200141,80,YELLOW_CARD,930,SK Slavia Praha,15742,Tomáš Souček
CL,2017,200151,48,YELLOW_CARD,1900,PFC CSKA Moskva,3676,Alan Dzagoev
CL,2017,200151,50,YELLOW_CARD,1871,BSC Young Boys,16280,Roger Assalé
CL,2017,200151,59,YELLOW_CARD,1900,PFC CSKA Moskva,15792,Aleksey Berezutski
CL,2017,200151,79,YELLOW_CARD,1871,BSC Young Boys,16269,Kassim Nuhu
CL,2017,200155,30,YELLOW_CARD,2,TSG 1899 Hoffenheim,399,Dennis Geiger
CL,2017,200155,37,YELLOW_CARD,2,TSG 1899 Hoffenheim,317,Pavel Kadeřábek
CL,2017,200155,45,YELLOW_CARD,64,Liverpool FC,3320,Jordan Henderson
CL,2017,200155,51,YELLOW_CARD,2,TSG 1899 Hoffenheim,314,Kevin Vogt
CL,2017,200155,90,YELLOW_CARD,2,TSG 1899 Hoffenheim,394,Benjamin Hübner
CL,2017,200157,35,YELLOW_CARD,1883,FCSB,15779,Ovidiu Popescu
CL,2017,200157,35,YELLOW_CARD,498,Sporting Clube de Portugal,3257,Bruno Fernandes
CL,2017,200157,41,YELLOW_CARD,1883,FCSB,16400,Lucian Filip
CL,2017,200194,25,YELLOW_CARD,109,Juventus FC,2041,Rodrigo Bentancur
CL,2017,200194,35,YELLOW_CARD,81,FC Barcelona,15862,Nelsinho
CL,2017,200194,54,YELLOW_CARD,81,FC Barcelona,3218,Lionel Messi
CL,2017,200194,61,YELLOW_CARD,109,Juventus FC,2024,Andrea Barzagli
CL,2017,200194,75,YELLOW_CARD,109,Juventus FC,2036,Miralem Pjanić
CL,2017,200194,89,YELLOW_CARD,109,Juventus FC,1920,Fabrizio Caligara
CL,2017,200195,23,YELLOW_CARD,654,PAE Olympiakos SFP,15827,Alaixys Romao
CL,2017,200195,47,YELLOW_CARD,654,PAE Olympiakos SFP,15828,Diogo Figueiras
CL,2017,200195,77,YELLOW_CARD,498,Sporting Clube de Portugal,15885,Rodrigo Battaglia
CL,2017,200195,84,YELLOW_CARD,654,PAE Olympiakos SFP,15985,Omar Elabdellaoui
CL,2017,200195,87,YELLOW_CARD,498,Sporting Clube de Portugal,3257,Bruno Fernandes
CL,2017,200195,90,YELLOW_CARD,498,Sporting Clube de Portugal,15883,Bruno César
CL,2017,200158,28,YELLOW_CARD,729,FC Basel 1893,16045,Éder Balanta
CL,2017,200158,38,YELLOW_CARD,66,Manchester United FC,3317,Ashley Young
CL,2017,200158,58,YELLOW_CARD,66,Manchester United FC,7899,Daley Blind
CL,2017,200158,61,YELLOW_CARD,729,FC Basel 1893,3473,Michael Lang
CL,2017,200158,82,YELLOW_CARD,729,FC Basel 1893,16043,Taulant Xhaka
CL,2017,200159,43,YELLOW_CARD,1900,PFC CSKA Moskva,3683,Aleksandr Golovin
CL,2017,200159,62,YELLOW_CARD,1903,Sport Lisboa e Benfica,16740,André Almeida
CL,2017,200159,73,YELLOW_CARD,1900,PFC CSKA Moskva,3676,Alan Dzagoev
CL,2017,200159,75,YELLOW_CARD,1900,PFC CSKA Moskva,15793,Pontus Wernbloom
CL,2017,200159,80,YELLOW_CARD,1903,Sport Lisboa e Benfica,3482,Haris Seferović
CL,2017,200170,11,YELLOW_CARD,5,FC Bayern München,354,Franck Ribéry
CL,2017,200170,11,RED_CARD,726,RSC Anderlecht,8853,Sven Kums
CL,2017,200170,22,YELLOW_CARD,726,RSC Anderlecht,8851,Adrien Trebel
CL,2017,200170,53,YELLOW_CARD,726,RSC Anderlecht,9353,Nicolae Stanciu
CL,2017,200170,74,YELLOW_CARD,5,FC Bayern München,366,Corentin Tolisso
CL,2017,200171,39,YELLOW_CARD,732,Celtic FC,15612,Jozo Šimunović
CL,2017,200171,53,YELLOW_CARD,732,Celtic FC,34411,Anthony Ralston
CL,2017,200171,76,YELLOW_CARD,524,Paris Saint-Germain FC,8491,Neymar
CL,2017,200182,16,YELLOW_CARD,61,Chelsea FC,7804,Gary Cahill
CL,2017,200183,71,YELLOW_CARD,100,AS Roma,1814,Diego Perotti
CL,2017,200206,35,YELLOW_CARD,559,Sevilla FC,58,Gabriel Mercado
CL,2017,200206,38,YELLOW_CARD,559,Sevilla FC,59,Éver Banega
CL,2017,200206,39,YELLOW_CARD,64,Liverpool FC,7860,Alberto Moreno
CL,2017,200206,42,YELLOW_CARD,559,Sevilla FC,15927,Nicolás Pareja
CL,2017,200206,64,YELLOW_CARD,64,Liverpool FC,7862,Joe Gomez
CL,2017,200206,90,YELLOW_RED_CARD,64,Liverpool FC,7862,Joe Gomez
CL,2017,200207,36,YELLOW_CARD,754,FK Spartak Moskva,16131,Georgii Dzhikiya
CL,2017,200218,68,YELLOW_CARD,113,SSC Napoli,2092,Lorenzo Insigne
CL,2017,200218,68,YELLOW_CARD,1887,FK Shakhtar Donetsk,3232,Fred
CL,2017,200218,69,YELLOW_CARD,113,SSC Napoli,2103,Dries Mertens
CL,2017,200218,71,YELLOW_CARD,1887,FK Shakhtar Donetsk,16479,Taras Stepanenko
CL,2017,200218,82,YELLOW_CARD,113,SSC Napoli,2086,Kalidou Koulibaly
CL,2017,200219,15,YELLOW_CARD,65,Manchester City FC,3654,Kevin De Bruyne
CL,2017,200219,38,YELLOW_CARD,675,Feyenoord Rotterdam,7465,Jerry St. Juste
CL,2017,200219,40,YELLOW_CARD,675,Feyenoord Rotterdam,7469,Tonny Vilhena
CL,2017,200219,40,YELLOW_CARD,675,Feyenoord Rotterdam,7776,Michiel Kramer
CL,2017,200219,66,YELLOW_CARD,675,Feyenoord Rotterdam,7463,Eric Botteghin
CL,2017,200230,11,YELLOW_CARD,503,FC Porto,10182,Ricardo Pereira
CL,2017,200230,67,YELLOW_CARD,600,Beşiktaş JK,15947,Caner Erkin
CL,2017,200230,81,YELLOW_CARD,503,FC Porto,15908,André André
CL,2017,200231,10,YELLOW_CARD,548,AS Monaco FC,3658,Youri Tielemans
CL,2017,200231,26,YELLOW_CARD,721,RB Leipzig,9544,Diego Demme
CL,2017,200231,72,YELLOW_CARD,721,RB Leipzig,9538,Marcel Halstenberg
CL,2017,200231,81,YELLOW_CARD,548,AS Monaco FC,3362,Djibril Sidibé
CL,2017,200231,87,YELLOW_CARD,548,AS Monaco FC,8753,Jemerson
CL,2017,200242,36,YELLOW_CARD,73,Tottenham Hotspur FC,3314,Eric Dier
CL,2017,200242,58,YELLOW_CARD,73,Tottenham Hotspur FC,3646,Jan Vertonghen
CL,2017,200242,88,YELLOW_CARD,4,BV Borussia 09 Dortmund,162,Jeremy Toljan
CL,2017,200242,90,YELLOW_CARD,4,BV Borussia 09 Dortmund,161,Gonzalo Castro
CL,2017,200242,90,YELLOW_RED_CARD,73,Tottenham Hotspur FC,3646,Jan Vertonghen
CL,2017,200243,52,YELLOW_CARD,86,Real Madrid CF,3194,Dani Carvajal
CL,2017,200243,53,YELLOW_CARD,752,APOEL FC,16119,Roland Sallai
CL,2017,200243,63,YELLOW_CARD,752,APOEL FC,15230,Lorenzo Ebecilio
CL,2017,200243,90,YELLOW_CARD,752,APOEL FC,15244,Agustín Farías
CL,2017,200208,56,YELLOW_CARD,559,Sevilla FC,85,Sergio Escudero
CL,2017,200209,7,YELLOW_CARD,64,Liverpool FC,3183,Emre Can
CL,2017,200209,46,YELLOW_CARD,754,FK Spartak Moskva,16128,Salvatore Bocchetti
CL,2017,200209,75,YELLOW_CARD,64,Liverpool FC,3233,Roberto Firmino
CL,2017,200220,66,YELLOW_CARD,1887,FK Shakhtar Donetsk,16468,Ivan Ordets
CL,2017,200221,37,YELLOW_CARD,113,SSC Napoli,2086,Kalidou Koulibaly
CL,2017,200221,47,YELLOW_CARD,675,Feyenoord Rotterdam,3701,Karim El Ahmadi
CL,2017,200221,54,YELLOW_CARD,675,Feyenoord Rotterdam,7478,Steven Berghuis
CL,2017,200221,86,YELLOW_CARD,675,Feyenoord Rotterdam,7462,Sven van Beek
CL,2017,200221,90,YELLOW_CARD,113,SSC Napoli,2099,Amadou Diawara
CL,2017,200232,9,YELLOW_CARD,548,AS Monaco FC,8766,Adama Diakhaby
CL,2017,200232,33,YELLOW_CARD,548,AS Monaco FC,8749,Fabinho
CL,2017,200232,34,YELLOW_CARD,503,FC Porto,3294,Héctor Herrera
CL,2017,200232,62,YELLOW_CARD,503,FC Porto,15912,Sergio Oliveira
CL,2017,200232,66,YELLOW_CARD,503,FC Porto,15909,Danilo Pereira
CL,2017,200232,83,YELLOW_CARD,548,AS Monaco FC,3362,Djibril Sidibé
CL,2017,200232,87,YELLOW_CARD,503,FC Porto,15898,Iker Casillas
CL,2017,200233,8,YELLOW_CARD,721,RB Leipzig,9537,Willi Orban
CL,2017,200233,15,YELLOW_CARD,721,RB Leipzig,9547,Naby Keïta
CL,2017,200233,17,YELLOW_CARD,600,Beşiktaş JK,15947,Caner Erkin
CL,2017,200233,87,YELLOW_CARD,600,Beşiktaş JK,15934,Fabricio
CL,2017,200244,29,YELLOW_CARD,86,Real Madrid CF,3876,Gareth Bale
CL,2017,200244,39,YELLOW_CARD,86,Real Madrid CF,3194,Dani Carvajal
CL,2017,200244,40,YELLOW_CARD,86,Real Madrid CF,43,Luka Modrić
CL,2017,200244,52,YELLOW_CARD,4,BV Borussia 09 Dortmund,139,Ömer Toprak
CL,2017,200244,63,YELLOW_CARD,4,BV Borussia 09 Dortmund,144,Julian Weigl
CL,2017,200245,39,YELLOW_CARD,752,APOEL FC,15235,Boy Waterman
CL,2017,200245,51,YELLOW_CARD,752,APOEL FC,15232,Vinícius
CL,2017,200245,85,YELLOW_CARD,73,Tottenham Hotspur FC,7999,Harry Winks
CL,2017,200184,39,YELLOW_CARD,611,Qarabağ Ağdam FK,15060,Qara Qarayev
CL,2017,200184,41,YELLOW_CARD,611,Qarabağ Ağdam FK,15973,Pedro Henrique
CL,2017,200184,43,YELLOW_CARD,100,AS Roma,1816,Maxime Gonalons
CL,2017,200197,6,YELLOW_CARD,498,Sporting Clube de Portugal,3256,Gelson Martins
CL,2017,200197,26,YELLOW_CARD,498,Sporting Clube de Portugal,15878,Fábio Coentrão
CL,2017,200197,40,YELLOW_CARD,498,Sporting Clube de Portugal,15891,Seydou Doumbia
CL,2017,200197,48,YELLOW_CARD,498,Sporting Clube de Portugal,3212,Marcos Acuña
CL,2017,200197,53,YELLOW_CARD,498,Sporting Clube de Portugal,15881,Cristiano Piccini
CL,2017,200197,58,YELLOW_CARD,498,Sporting Clube de Portugal,3162,Sebastián Coates
CL,2017,200197,69,YELLOW_CARD,81,FC Barcelona,15862,Nelsinho
CL,2017,200197,90,YELLOW_CARD,81,FC Barcelona,15866,Aleix Vidal
CL,2017,200160,42,YELLOW_CARD,1900,PFC CSKA Moskva,3683,Aleksandr Golovin
CL,2017,200160,54,YELLOW_CARD,1900,PFC CSKA Moskva,15793,Pontus Wernbloom
CL,2017,200160,59,YELLOW_CARD,1900,PFC CSKA Moskva,15795,Vitinho
CL,2017,200161,45,YELLOW_CARD,729,FC Basel 1893,143,Manuel Akanji
CL,2017,200161,50,YELLOW_CARD,729,FC Basel 1893,16053,Raoul Petretta
CL,2017,200161,55,YELLOW_CARD,729,FC Basel 1893,16043,Taulant Xhaka
CL,2017,200161,55,YELLOW_CARD,1903,Sport Lisboa e Benfica,3440,Andrija Živković
CL,2017,200161,59,YELLOW_CARD,1903,Sport Lisboa e Benfica,16745,Eduardo Salvio
CL,2017,200161,62,RED_CARD,1903,Sport Lisboa e Benfica,16740,André Almeida
CL,2017,200172,23,YELLOW_CARD,5,FC Bayern München,359,Joshua Kimmich
CL,2017,200172,45,YELLOW_CARD,5,FC Bayern München,358,Arturo Vidal
CL,2017,200172,61,YELLOW_CARD,5,FC Bayern München,356,Thiago Alcântara
CL,2017,200172,73,YELLOW_CARD,524,Paris Saint-Germain FC,8482,Marco Verratti
CL,2017,200172,78,YELLOW_CARD,5,FC Bayern München,367,Sebastian Rudy
CL,2017,200185,39,YELLOW_CARD,61,Chelsea FC,7805,David Luiz
CL,2017,200185,47,YELLOW_CARD,78,Club Atlético de Madrid,110,Teye Partey
CL,2017,200185,54,YELLOW_CARD,78,Club Atlético de Madrid,114,Antoine Griezmann
CL,2017,200210,34,YELLOW_CARD,754,FK Spartak Moskva,16131,Georgii Dzhikiya
CL,2017,200210,37,YELLOW_CARD,559,Sevilla FC,85,Sergio Escudero
CL,2017,200210,45,YELLOW_CARD,754,FK Spartak Moskva,16144,Fernando
CL,2017,200210,89,YELLOW_CARD,559,Sevilla FC,64,Guido Pizarro
CL,2017,200211,45,YELLOW_CARD,734,NK Maribor,43881,Martin Milec
CL,2017,200211,80,YELLOW_CARD,734,NK Maribor,15382,Blaž Vrhovec
CL,2017,200211,89,YELLOW_CARD,734,NK Maribor,15376,Dino Hotič
CL,2017,200222,37,YELLOW_CARD,65,Manchester City FC,3311,Kyle Walker
CL,2017,200222,44,YELLOW_CARD,65,Manchester City FC,3654,Kevin De Bruyne
CL,2017,200222,72,YELLOW_CARD,65,Manchester City FC,3227,Fernandinho
CL,2017,200222,74,YELLOW_CARD,113,SSC Napoli,2085,Albiol
CL,2017,200222,79,YELLOW_CARD,113,SSC Napoli,2093,Christian Maggio
CL,2017,200223,48,YELLOW_CARD,1887,FK Shakhtar Donetsk,16470,Yaroslav Rakitskii
CL,2017,200223,64,YELLOW_CARD,1887,FK Shakhtar Donetsk,3237,Taison
CL,2017,200223,66,YELLOW_CARD,675,Feyenoord Rotterdam,3701,Karim El Ahmadi
CL,2017,200223,75,YELLOW_RED_CARD,1887,FK Shakhtar Donetsk,16470,Yaroslav Rakitskii
CL,2017,200223,77,YELLOW_CARD,1887,FK Shakhtar Donetsk,16480,Viktor Kovalenko
CL,2017,200223,87,YELLOW_CARD,675,Feyenoord Rotterdam,3705,Sofyan Amrabat
CL,2017,200223,90,YELLOW_CARD,1887,FK Shakhtar Donetsk,16472,Bohdan Butko
CL,2017,200234,16,YELLOW_CARD,600,Beşiktaş JK,10181,Pepe
CL,2017,200234,36,YELLOW_CARD,600,Beşiktaş JK,15946,Tolgay Ali Arslan
CL,2017,200234,49,YELLOW_CARD,548,AS Monaco FC,3637,Keïta Baldé
CL,2017,200235,46,YELLOW_CARD,503,FC Porto,15907,Yacine Brahimi
CL,2017,200235,47,YELLOW_CARD,721,RB Leipzig,9537,Willi Orban
CL,2017,200235,54,YELLOW_CARD,503,FC Porto,15912,Sergio Oliveira
CL,2017,200246,32,YELLOW_CARD,86,Real Madrid CF,44,Cristiano Ronaldo
CL,2017,200246,43,YELLOW_CARD,73,Tottenham Hotspur FC,7997,Serge Aurier
CL,2017,200247,21,YELLOW_CARD,752,APOEL FC,15230,Lorenzo Ebecilio
CL,2017,200247,77,YELLOW_CARD,4,BV Borussia 09 Dortmund,162,Jeremy Toljan
CL,2017,200247,84,YELLOW_CARD,4,BV Borussia 09 Dortmund,144,Julian Weigl
CL,2017,200247,87,YELLOW_CARD,4,BV Borussia 09 Dortmund,137,Sokratis Papastathopoulos
CL,2017,200247,87,YELLOW_CARD,752,APOEL FC,15248,Mickaël Poté
CL,2017,200247,88,YELLOW_CARD,752,APOEL FC,16119,Roland Sallai
