comp,season,matchid,minute,card,team.id,team.name,player.id,player.name
CL,2017,200091,37,YELLOW_CARD,1889,FK Vardar Skopje,15344,Juan Felipe
CL,2017,200091,45,YELLOW_CARD,749,Malmö FF,2351,Pa Konaté
CL,2017,200091,49,YELLOW_CARD,1889,FK Vardar Skopje,15362,Dejan Blazhevski
CL,2017,200091,89,YELLOW_CARD,749,Malmö FF,15336,Jo Inge Berget
CL,2017,200091,90,YELLOW_CARD,749,Malmö FF,15354,Mattias Svanberg
CL,2017,200101,34,YELLOW_CARD,1870,FC Alashkert,14817,Khoren Veranyan
CL,2017,200101,45,YELLOW_CARD,748,FK BATE Borisov,15423,Maksim Valadzko
CL,2017,200101,64,YELLOW_CARD,748,FK BATE Borisov,15412,Dzyanis Palyakow
CL,2017,200101,64,YELLOW_CARD,748,FK BATE Borisov,15412,Dzyanis Palyakow
CL,2017,200101,81,YELLOW_CARD,1870,FC Alashkert,14811,Artak Dashyan
CL,2017,200101,90,YELLOW_CARD,1870,FC Alashkert,14834,Lester Peltier
CL,2017,200101,90,YELLOW_CARD,748,FK BATE Borisov,15418,Yury Kendysh
CL,2017,200079,53,YELLOW_CARD,1878,FC Samtredia,15068,Davit Razhamashvili
CL,2017,200079,58,YELLOW_CARD,1878,FC Samtredia,15074,Nika Sandokhadze
CL,2017,200079,67,YELLOW_CARD,611,Qarabağ Ağdam FK,15081,Rahid Əmirquliyev
CL,2017,200079,88,YELLOW_CARD,611,Qarabağ Ağdam FK,15082,Ağabala Ramazanov
CL,2017,200103,74,YELLOW_CARD,1904,The New Saints FC,14946,Jon Routledge
CL,2017,200105,78,RED_CARD,1905,Víkingur Gøta,15020,Andreas Olsen
CL,2017,200105,80,YELLOW_CARD,1905,Víkingur Gøta,14866,Atli Gregersen
CL,2017,200105,89,YELLOW_CARD,1905,Víkingur Gøta,14874,Sorin Vasili Anghel
CL,2017,200081,39,YELLOW_CARD,850,FK Partizan Beograd,15128,Nebojša Kosović
CL,2017,200081,42,YELLOW_CARD,1885,FK Budućnost Podgorica,15120,Luka Mirković
CL,2017,200081,48,YELLOW_CARD,1885,FK Budućnost Podgorica,15117,Momčilo Raspopović
CL,2017,200081,59,YELLOW_CARD,850,FK Partizan Beograd,2366,Everton Luiz
CL,2017,200081,87,YELLOW_CARD,1885,FK Budućnost Podgorica,15118,Deni Hočko
CL,2017,200075,53,YELLOW_CARD,1875,F91 Diddeleng,15220,David Turpel
CL,2017,200075,77,YELLOW_CARD,752,APOEL FC,15249,Vander
CL,2017,200075,90,YELLOW_CARD,752,APOEL FC,15248,Mickaël Poté
CL,2017,200095,54,YELLOW_CARD,1873,Dundalk FC,15556,Michael Duffy
CL,2017,200095,59,YELLOW_CARD,1873,Dundalk FC,5379,Patrick McEleney
CL,2017,200095,74,YELLOW_CARD,889,Rosenborg BK,15570,Milan Jevtović
CL,2017,200095,119,YELLOW_CARD,889,Rosenborg BK,15549,Anders Konradsen
CL,2017,200083,30,YELLOW_CARD,1880,FC Sheriff Tiraspol,15275,Jeremy de Nooijer
CL,2017,200083,36,YELLOW_CARD,1880,FC Sheriff Tiraspol,15276,Cristiano
CL,2017,200083,44,YELLOW_CARD,1886,FK Kukësi,15257,Simos Rouboulakos
CL,2017,200083,77,YELLOW_RED_CARD,1880,FC Sheriff Tiraspol,15275,Jeremy de Nooijer
CL,2017,200083,82,YELLOW_CARD,1886,FK Kukësi,15277,Siraj Nasser
CL,2017,200083,83,YELLOW_CARD,1886,FK Kukësi,15262,Ylli Shameti
CL,2017,200083,90,YELLOW_CARD,1880,FC Sheriff Tiraspol,15286,Vitalie Bordian
CL,2017,200087,69,YELLOW_CARD,1898,MSK Žilina,15522,Denis Vavro
CL,2017,200087,85,YELLOW_CARD,1898,MSK Žilina,15524,Michal Škvarka
CL,2017,200077,9,YELLOW_CARD,1890,FK Žalgiris Vilnius,15435,Egidijus Vaitkūnas
CL,2017,200077,45,YELLOW_CARD,1901,PFK Ludogorets 1945 Razgrad,15444,Cosmin Moţi
CL,2017,200077,56,YELLOW_CARD,1890,FK Žalgiris Vilnius,15437,Slavko Blagojević
CL,2017,200077,61,YELLOW_CARD,1890,FK Žalgiris Vilnius,15441,Donovan Slijngard
CL,2017,200077,70,YELLOW_CARD,1901,PFK Ludogorets 1945 Razgrad,15449,Natanael Pimienta
CL,2017,200077,75,YELLOW_CARD,1901,PFK Ludogorets 1945 Razgrad,15461,Claudiu Keșerü
CL,2017,200077,76,YELLOW_CARD,1901,PFK Ludogorets 1945 Razgrad,15689,Svetoslav Dyakov
CL,2017,200093,87,YELLOW_CARD,1894,HŠK Zrinjski Mostar,15387,Nemanja Bilbija
CL,2017,200107,42,YELLOW_CARD,1896,Linfield FC,15002,Robert Garrett
CL,2017,200107,74,YELLOW_CARD,1896,Linfield FC,15007,Jordan Stewart
CL,2017,200089,26,YELLOW_CARD,1872,Budapest Honvéd FC,15311,Gergő Nagy
CL,2017,200089,69,YELLOW_CARD,1872,Budapest Honvéd FC,15305,Zsolt Laczkó
CL,2017,200089,70,YELLOW_CARD,1872,Budapest Honvéd FC,15326,Dávid Bobál
CL,2017,200089,89,YELLOW_CARD,1872,Budapest Honvéd FC,15329,Bálint Tömösvári
CL,2017,200089,90,YELLOW_CARD,1872,Budapest Honvéd FC,15308,Botond Baráth
CL,2017,200120,15,YELLOW_CARD,930,SK Slavia Praha,15734,Jakub Jugas
CL,2017,200120,19,RED_CARD,748,FK BATE Borisov,15424,Evgeni Yablonski
CL,2017,200120,56,YELLOW_CARD,748,FK BATE Borisov,15414,Mikalay Signevich
CL,2017,200120,61,YELLOW_CARD,748,FK BATE Borisov,15421,Dzyanis Shcharbitski
CL,2017,200120,61,YELLOW_CARD,748,FK BATE Borisov,15421,Dzyanis Shcharbitski
CL,2017,200120,62,YELLOW_CARD,930,SK Slavia Praha,15730,Michal Frydrych
CL,2017,200120,80,YELLOW_CARD,748,FK BATE Borisov,15744,Jurica Buljat
CL,2017,200120,87,YELLOW_CARD,748,FK BATE Borisov,15418,Yury Kendysh
CL,2017,200108,26,YELLOW_CARD,1881,FC Viktoria Plzeň,15769,Milan Petržela
CL,2017,200108,36,YELLOW_CARD,1881,FC Viktoria Plzeň,15774,Tomáš Hájek
CL,2017,200108,38,YELLOW_CARD,1881,FC Viktoria Plzeň,15766,Michal Krmenčík
CL,2017,200108,44,YELLOW_CARD,1881,FC Viktoria Plzeň,15765,Milan Havel
CL,2017,200108,47,YELLOW_CARD,1883,FCSB,15763,Mihai Pintilii
CL,2017,200108,52,YELLOW_CARD,1883,FCSB,15757,Denis Alibec
CL,2017,200108,79,YELLOW_CARD,1883,FCSB,15775,Harlem-Eddy Gnohéré
CL,2017,200108,90,YELLOW_CARD,1881,FC Viktoria Plzeň,15767,Jan Kopic
CL,2017,200114,90,YELLOW_CARD,1899,PAE AEK,4527,Patricio Rodríguez
CL,2017,200134,21,YELLOW_CARD,1876,FC København,15515,Youssef Toutouh
CL,2017,200134,37,YELLOW_CARD,1876,FC København,15511,Erik Berg
CL,2017,200134,71,YELLOW_CARD,1889,FK Vardar Skopje,15341,Hovhannes Hambardzumyan
CL,2017,200118,4,YELLOW_CARD,654,PAE Olympiakos SFP,15831,Manolis Siopis
CL,2017,200118,46,YELLOW_CARD,654,PAE Olympiakos SFP,15827,Alaixys Romao
CL,2017,200118,63,YELLOW_CARD,850,FK Partizan Beograd,2366,Everton Luiz
CL,2017,200118,68,YELLOW_CARD,850,FK Partizan Beograd,15133,Léandre Tawamba
CL,2017,200118,77,YELLOW_CARD,654,PAE Olympiakos SFP,15828,Diogo Figueiras
CL,2017,200118,88,YELLOW_CARD,850,FK Partizan Beograd,15148,Leonardo
CL,2017,200132,32,YELLOW_CARD,1884,Astana FK,15190,Serikzhan Muzhikov
CL,2017,200132,83,YELLOW_CARD,1884,Astana FK,15184,Yuri Logvinenko
CL,2017,200132,84,YELLOW_CARD,1884,Astana FK,15186,Junior Kabananga
CL,2017,200132,90,YELLOW_CARD,1884,Astana FK,15188,Marin Aničić
CL,2017,200112,31,YELLOW_CARD,1871,BSC Young Boys,16269,Kassim Nuhu
CL,2017,200112,73,YELLOW_CARD,1871,BSC Young Boys,16262,Steve von Bergen
CL,2017,200128,42,YELLOW_CARD,1877,FC Red Bull Salzburg,3354,Hwang Heechan
CL,2017,200128,45,YELLOW_CARD,1893,HNK Rijeka,15157,Marko Vešović
CL,2017,200128,79,YELLOW_CARD,1893,HNK Rijeka,15161,Dario Župarić
CL,2017,200128,82,YELLOW_CARD,1877,FC Red Bull Salzburg,15097,Andreas Ulmer
CL,2017,200124,37,YELLOW_CARD,1901,PFK Ludogorets 1945 Razgrad,15444,Cosmin Moţi
CL,2017,200124,67,YELLOW_CARD,1891,Hapoel Be'er Sheva FC,15301,Ben Bitton
CL,2017,200124,90,YELLOW_CARD,1901,PFK Ludogorets 1945 Razgrad,15689,Svetoslav Dyakov
CL,2017,200124,90,YELLOW_CARD,1891,Hapoel Be'er Sheva FC,3391,John Ogu
CL,2017,200124,90,YELLOW_CARD,1891,Hapoel Be'er Sheva FC,15319,Michael Ohana
CL,2017,200122,27,YELLOW_CARD,708,FC Viitorul Constanţa,36668,Marius Constantin
CL,2017,200122,63,YELLOW_CARD,708,FC Viitorul Constanţa,36670,George Țucudean
CL,2017,200122,64,YELLOW_CARD,752,APOEL FC,15229,Facundo Bertoglio
CL,2017,200122,74,YELLOW_CARD,752,APOEL FC,15233,Giorgios Merkis
CL,2017,200122,89,YELLOW_CARD,708,FC Viitorul Constanţa,16401,Dragoș Nedelcu
CL,2017,200122,90,YELLOW_RED_CARD,708,FC Viitorul Constanţa,36670,George Țucudean
CL,2017,200110,30,YELLOW_CARD,522,OGC Nice,8445,Mario Balotelli
CL,2017,200110,41,YELLOW_CARD,522,OGC Nice,1786,Valentin Eysseric
CL,2017,200110,66,YELLOW_CARD,678,AFC Ajax,7549,Matthijs de Ligt
CL,2017,200110,69,YELLOW_CARD,678,AFC Ajax,3458,Lasse Schöne
CL,2017,200110,78,YELLOW_CARD,678,AFC Ajax,7556,Donny van de Beek
CL,2017,200110,90,YELLOW_CARD,678,AFC Ajax,7547,Joël Veltman
CL,2017,200136,79,YELLOW_CARD,732,Celtic FC,16068,Kristoffer Ajer
CL,2017,200136,81,YELLOW_CARD,889,Rosenborg BK,15554,Matthías Vilhjálmsson
CL,2017,200116,61,YELLOW_CARD,1897,Medipol Başakşehir FK,16643,Alexandru Epureanu
CL,2017,200131,28,YELLOW_CARD,611,Qarabağ Ağdam FK,15080,Donald Guerrier
CL,2017,200131,35,YELLOW_CARD,611,Qarabağ Ağdam FK,15055,Míchel
CL,2017,200131,38,YELLOW_CARD,1880,FC Sheriff Tiraspol,15267,Veaceslav Posmac
CL,2017,200131,44,YELLOW_CARD,1880,FC Sheriff Tiraspol,15287,Vitalie Damaşcan
CL,2017,200131,47,YELLOW_CARD,1880,FC Sheriff Tiraspol,15269,Josip Brezovec
CL,2017,200131,57,YELLOW_CARD,611,Qarabağ Ağdam FK,15059,Ibrahim Šehić
CL,2017,200131,73,YELLOW_CARD,611,Qarabağ Ağdam FK,15057,Ansi Agolli
CL,2017,200131,90,YELLOW_CARD,611,Qarabağ Ağdam FK,15056,Rəşad Fərhad Sadıqov
CL,2017,200115,20,YELLOW_CARD,1899,PAE AEK,15800,Ognjen Vranješ
CL,2017,200115,33,YELLOW_CARD,1899,PAE AEK,15797,Petros Mantalos
CL,2017,200115,38,YELLOW_CARD,1900,PFC CSKA Moskva,3683,Aleksandr Golovin
CL,2017,200115,58,YELLOW_CARD,1900,PFC CSKA Moskva,8831,Mário Fernandes
CL,2017,200115,67,YELLOW_CARD,1900,PFC CSKA Moskva,15794,Viktor Vasin
CL,2017,200115,90,YELLOW_CARD,1899,PAE AEK,15799,Lazaros Christodoulopoulos
CL,2017,200121,82,YELLOW_CARD,748,FK BATE Borisov,15420,Nemanja Milunović
CL,2017,200121,90,YELLOW_CARD,748,FK BATE Borisov,15416,Ihar Stasevich
CL,2017,200123,31,YELLOW_CARD,708,FC Viitorul Constanţa,36664,Kévin Boli
CL,2017,200123,44,YELLOW_CARD,752,APOEL FC,15232,Vinícius
CL,2017,200123,67,YELLOW_CARD,708,FC Viitorul Constanţa,16019,Bogdan Țîru
CL,2017,200123,88,YELLOW_CARD,752,APOEL FC,15230,Lorenzo Ebecilio
CL,2017,200123,98,YELLOW_CARD,708,FC Viitorul Constanţa,37564,Eric
CL,2017,200123,112,YELLOW_CARD,752,APOEL FC,15226,Nuno Morais
CL,2017,200123,118,YELLOW_CARD,752,APOEL FC,15236,Zhivko Milanov
CL,2017,200123,119,YELLOW_CARD,708,FC Viitorul Constanţa,36662,Ovidiu Herea
CL,2017,200117,10,YELLOW_CARD,1897,Medipol Başakşehir FK,16646,Júnior Caiçara
CL,2017,200117,23,YELLOW_CARD,851,Club Brugge KV,8894,Emmanuel Dennis
CL,2017,200117,24,YELLOW_CARD,1897,Medipol Başakşehir FK,16648,Gaël Clichy
CL,2017,200117,42,YELLOW_CARD,851,Club Brugge KV,8869,Stefano Denswil
CL,2017,200117,65,YELLOW_CARD,851,Club Brugge KV,8881,Ruud Vormer
CL,2017,200135,28,YELLOW_CARD,1876,FC København,15517,Ján Greguš
CL,2017,200135,62,YELLOW_CARD,1889,FK Vardar Skopje,15348,Besir Demiri
CL,2017,200135,71,YELLOW_RED_CARD,1876,FC København,15517,Ján Greguš
CL,2017,200135,75,YELLOW_CARD,1876,FC København,15534,Federico Santander
CL,2017,200135,87,YELLOW_CARD,1889,FK Vardar Skopje,15347,Filip Gachevski
CL,2017,200109,24,YELLOW_CARD,1881,FC Viktoria Plzeň,15769,Milan Petržela
CL,2017,200109,26,YELLOW_CARD,1881,FC Viktoria Plzeň,15772,Radim Řezník
CL,2017,200109,39,YELLOW_CARD,1881,FC Viktoria Plzeň,15773,Diego Živulić
CL,2017,200109,48,YELLOW_CARD,1881,FC Viktoria Plzeň,15765,Milan Havel
CL,2017,200109,49,YELLOW_CARD,1883,FCSB,15779,Ovidiu Popescu
CL,2017,200109,61,YELLOW_CARD,1881,FC Viktoria Plzeň,15766,Michal Krmenčík
CL,2017,200109,67,YELLOW_CARD,1883,FCSB,15754,Mihai Bălașa
CL,2017,200109,74,YELLOW_CARD,1881,FC Viktoria Plzeň,15771,Patrik Hrošovský
CL,2017,200109,76,YELLOW_CARD,1883,FCSB,15780,Roberto Grecu
CL,2017,200109,79,YELLOW_CARD,1881,FC Viktoria Plzeň,15770,Petr Bolek
CL,2017,200109,82,YELLOW_CARD,1881,FC Viktoria Plzeň,15786,Marek Bakoš
CL,2017,200109,84,YELLOW_CARD,1883,FCSB,15757,Denis Alibec
CL,2017,200109,89,RED_CARD,1881,FC Viktoria Plzeň,15766,Michal Krmenčík
CL,2017,200113,8,YELLOW_CARD,1871,BSC Young Boys,16268,Kevin Mbabu
CL,2017,200113,28,YELLOW_CARD,842,FK Dynamo Kyiv,16170,Serhii Sydorchuk
