comp,season,matchid,minute,extraTime,goaltype,team.id,team.name,scorer.id,scorer.name,assist.id,assist.name
CL,2017,200096,8,,PENALTY,1105,Legia Warszawa,2335,Guilherme,,
CL,2017,200096,39,,REGULAR,1105,Legia Warszawa,15491,Dominik Nagy,15488,Kasper Hämäläinen
CL,2017,200096,44,,REGULAR,1105,Legia Warszawa,15488,Kasper Hämäläinen,,
CL,2017,200086,39,,REGULAR,1898,MSK Žilina,2559,Nikolas Špalek,15525,Eligijus Jankauskas
CL,2017,200086,68,,REGULAR,1876,FC København,15518,Andrija Pavlović,15516,Pieros Sotiriou
CL,2017,200086,73,,REGULAR,1876,FC København,15518,Andrija Pavlović,15519,Benjamin Verbič
CL,2017,200086,82,,REGULAR,1876,FC København,15518,Andrija Pavlović,3453,Nicolai Boilesen
CL,2017,200094,18,,REGULAR,1873,Dundalk FC,15559,David McMillan,15556,Michael Duffy
CL,2017,200094,44,,REGULAR,889,Rosenborg BK,15553,Tore Reginiussen,15555,Vegar Eggen Hedenstad
CL,2017,200104,49,,REGULAR,1907,FH Hafnarfjörður,15592,Emil Pálsson,15586,Steven Lennon
CL,2017,200104,73,,PENALTY,1905,Víkingur Gøta,14865,Adeshina Lawal,,
CL,2017,200106,17,,REGULAR,732,Celtic FC,15608,Scott Sinclair,,
CL,2017,200106,23,,REGULAR,732,Celtic FC,3419,Tom Rogić,15609,Leigh Griffiths
CL,2017,200085,59,,REGULAR,1884,Astana FK,15191,Patrick Twumasi,,
CL,2017,200085,72,,REGULAR,1888,FK Spartaks Jūrmala,15181,Edgars Vardanjans,,
CL,2017,200091,16,,PENALTY,749,Malmö FF,15634,Markus Rosenberg,,
CL,2017,200091,55,,REGULAR,1889,FK Vardar Skopje,15349,Boban Grncharov,15344,Juan Felipe
CL,2017,200091,61,,REGULAR,1889,FK Vardar Skopje,15346,Tigran Barseghyan,,
CL,2017,200091,90,1,REGULAR,1889,FK Vardar Skopje,15345,Boban Nikolov,15362,Dejan Blazhevski
CL,2017,200101,18,,REGULAR,1870,FC Alashkert,14820,Uroš Nenadović,14813,Artak Yedigaryan
CL,2017,200101,23,,REGULAR,748,FK BATE Borisov,15413,Mikhail Hardzeichuk,,
CL,2017,200101,35,,REGULAR,748,FK BATE Borisov,15413,Mikhail Hardzeichuk,15416,Ihar Stasevich
CL,2017,200101,78,,REGULAR,748,FK BATE Borisov,15423,Maksim Valadzko,15419,Mirko Ivanić
CL,2017,200079,22,,REGULAR,611,Qarabağ Ağdam FK,15080,Donald Guerrier,,
CL,2017,200103,41,,REGULAR,1893,HNK Rijeka,15166,Florentin Matei,,
CL,2017,200103,54,,REGULAR,1893,HNK Rijeka,3481,Mario Gavranović,,
CL,2017,200103,61,,REGULAR,1893,HNK Rijeka,15156,Alexander Gorgon,,
CL,2017,200103,64,,REGULAR,1893,HNK Rijeka,15155,Stefan Ristovski,,
CL,2017,200103,69,,REGULAR,1904,The New Saints FC,14952,Adrian Cieslewicz,,
CL,2017,200103,79,,REGULAR,1893,HNK Rijeka,3481,Mario Gavranović,,
CL,2017,200105,79,,REGULAR,1907,FH Hafnarfjörður,15586,Steven Lennon,,
CL,2017,200105,90,1,REGULAR,1907,FH Hafnarfjörður,15587,Þórarinn Valdimarsson,,
CL,2017,200075,40,,PENALTY,752,APOEL FC,15234,Igor de Camargo,,
CL,2017,200095,12,,REGULAR,1873,Dundalk FC,15557,Brian Gartland,,
CL,2017,200095,43,,REGULAR,889,Rosenborg BK,15568,Yann-Erik de Lanlay,3463,Mike Jensen
CL,2017,200095,98,,REGULAR,889,Rosenborg BK,15554,Matthías Vilhjálmsson,15555,Vegar Eggen Hedenstad
CL,2017,200083,35,,REGULAR,1886,FK Kukësi,15280,Izair Emini,,
CL,2017,200083,45,1,REGULAR,1886,FK Kukësi,15260,Pero Pejić,15280,Izair Emini
CL,2017,200083,56,,REGULAR,1880,FC Sheriff Tiraspol,781,Cyrille Bayala,15271,Mateo Sušić
CL,2017,200087,19,,REGULAR,1898,MSK Žilina,10831,Yusuf Otubanjo,,
CL,2017,200087,48,,PENALTY,1876,FC København,15519,Benjamin Verbič,,
CL,2017,200087,57,,REGULAR,1898,MSK Žilina,15536,Filip Kaša,15524,Michal Škvarka
CL,2017,200077,15,,REGULAR,1890,FK Žalgiris Vilnius,15454,Serge Nyuiadzi,4688,Matija Ljujić
CL,2017,200077,41,,REGULAR,1901,PFK Ludogorets 1945 Razgrad,15449,Natanael Pimienta,15461,Claudiu Keșerü
CL,2017,200077,55,,REGULAR,1901,PFK Ludogorets 1945 Razgrad,15447,Wanderson,15689,Svetoslav Dyakov
CL,2017,200077,56,,REGULAR,1901,PFK Ludogorets 1945 Razgrad,15461,Claudiu Keșerü,15449,Natanael Pimienta
CL,2017,200077,74,,REGULAR,1901,PFK Ludogorets 1945 Razgrad,15461,Claudiu Keșerü,15452,Lucas Sasha
CL,2017,200093,7,,REGULAR,1894,HŠK Zrinjski Mostar,15400,Ognjen Todorović,15390,Toni Jović
CL,2017,200093,27,,REGULAR,734,NK Maribor,15375,Mitja Viler,15381,Gregor Bajde
CL,2017,200099,11,,REGULAR,1877,FC Red Bull Salzburg,15107,Marc Rzatkowski,15101,Munas Dabbur
CL,2017,200099,19,,REGULAR,1877,FC Red Bull Salzburg,15106,Fredrik Gulbrandsen,15104,Christoph Leitgeb
CL,2017,200099,84,,REGULAR,1877,FC Red Bull Salzburg,15704,Amadou Haïdara,,
CL,2017,200097,6,,REGULAR,1105,Legia Warszawa,2335,Guilherme,,
CL,2017,200097,37,,OWN,1895,IFK Mariehamn,15474,Kristian Kojola,,
CL,2017,200097,40,,REGULAR,1105,Legia Warszawa,15709,Michał Kucharczyk,3535,Krzysztof Mączyński
CL,2017,200097,54,,PENALTY,1105,Legia Warszawa,15709,Michał Kucharczyk,,
CL,2017,200097,80,,REGULAR,1105,Legia Warszawa,10201,Sebastian Szymański,15488,Kasper Hämäläinen
CL,2017,200097,81,,REGULAR,1105,Legia Warszawa,15712,Konrad Michalak,,
CL,2017,200107,4,,REGULAR,732,Celtic FC,15608,Scott Sinclair,,
CL,2017,200107,46,,REGULAR,732,Celtic FC,3419,Tom Rogić,,
CL,2017,200107,54,,REGULAR,732,Celtic FC,15608,Scott Sinclair,,
CL,2017,200107,90,2,REGULAR,732,Celtic FC,15614,Stuart Armstrong,,
CL,2017,200089,11,,REGULAR,1891,Hapoel Be'er Sheva FC,3391,John Ogu,,
CL,2017,200089,16,,REGULAR,1891,Hapoel Be'er Sheva FC,15304,Anthony Nwakaeme,15300,Maor Melikson
CL,2017,200089,45,2,PENALTY,1872,Budapest Honvéd FC,15307,Davide Lanzafame,,
CL,2017,200089,73,,REGULAR,1872,Budapest Honvéd FC,15308,Botond Baráth,15325,Kadima Kabangu
CL,2017,200089,84,,REGULAR,1891,Hapoel Be'er Sheva FC,15304,Anthony Nwakaeme,,
CL,2017,200120,20,,PENALTY,930,SK Slavia Praha,15732,Milan Škoda,,
CL,2017,200108,23,,REGULAR,1881,FC Viktoria Plzeň,15766,Michal Krmenčík,,
CL,2017,200108,37,,REGULAR,1883,FCSB,15756,Constantin Budescu,,
CL,2017,200108,53,,REGULAR,1881,FC Viktoria Plzeň,15767,Jan Kopic,,
CL,2017,200108,61,,REGULAR,1883,FCSB,15753,Filipe Teixeira,15761,Marko Momčilović
CL,2017,200114,45,1,REGULAR,1900,PFC CSKA Moskva,3676,Alan Dzagoev,15794,Viktor Vasin
CL,2017,200114,55,,REGULAR,1900,PFC CSKA Moskva,15793,Pontus Wernbloom,15795,Vitinho
CL,2017,200134,65,,REGULAR,1889,FK Vardar Skopje,15351,Jonathan Balotelli,,
CL,2017,200118,6,,REGULAR,654,PAE Olympiakos SFP,15832,El Fardou Ben Nabouhane,15826,Marko Marin
CL,2017,200118,10,,REGULAR,850,FK Partizan Beograd,15133,Léandre Tawamba,15135,Marko Janković
CL,2017,200118,56,,REGULAR,654,PAE Olympiakos SFP,15832,El Fardou Ben Nabouhane,9246,Mehdi Carcela
CL,2017,200118,90,1,REGULAR,654,PAE Olympiakos SFP,15834,Emmanuel Emenike,15828,Diogo Figueiras
CL,2017,200132,36,,REGULAR,1884,Astana FK,15186,Junior Kabananga,15194,László Kleinheisler
CL,2017,200132,45,,REGULAR,1884,Astana FK,15193,Ivan Maewski,15206,Roman Murtazaev
CL,2017,200132,78,,REGULAR,1105,Legia Warszawa,32955,Armando Sadiku,15709,Michał Kucharczyk
CL,2017,200132,90,4,REGULAR,1884,Astana FK,15191,Patrick Twumasi,15186,Junior Kabananga
CL,2017,200112,15,,REGULAR,842,FK Dynamo Kyiv,163,Andrii Yarmolenko,,
CL,2017,200112,34,,REGULAR,842,FK Dynamo Kyiv,16187,Dieumerci Mbokani,163,Andrii Yarmolenko
CL,2017,200112,90,1,REGULAR,1871,BSC Young Boys,16281,Christian Fassnacht,16280,Roger Assalé
CL,2017,200112,90,3,REGULAR,842,FK Dynamo Kyiv,16169,Denys Harmash,29124,Maksym Koval
CL,2017,200128,30,,REGULAR,1893,HNK Rijeka,3481,Mario Gavranović,15155,Stefan Ristovski
CL,2017,200128,49,,REGULAR,1877,FC Red Bull Salzburg,3354,Hwang Heechan,15102,Reinhold Yabo
CL,2017,200124,19,,REGULAR,1891,Hapoel Be'er Sheva FC,15304,Anthony Nwakaeme,15300,Maor Melikson
CL,2017,200124,79,,REGULAR,1891,Hapoel Be'er Sheva FC,15319,Michael Ohana,,
CL,2017,200122,75,,REGULAR,708,FC Viitorul Constanţa,16025,Cristian Ganea,,
CL,2017,200126,54,,REGULAR,734,NK Maribor,15393,Marcos Tavares,15374,Aleksander Rajčevič
CL,2017,200110,32,,REGULAR,522,OGC Nice,8445,Mario Balotelli,8430,Jean Michaël Seri
CL,2017,200110,49,,REGULAR,678,AFC Ajax,7556,Donny van de Beek,,
CL,2017,200116,5,,REGULAR,851,Club Brugge KV,8894,Emmanuel Dennis,8880,Lior Refaelov
CL,2017,200116,16,,REGULAR,851,Club Brugge KV,8869,Stefano Denswil,,
CL,2017,200116,59,,REGULAR,1897,Medipol Başakşehir FK,16652,Márcio Mossoró,,
CL,2017,200116,63,,REGULAR,1897,Medipol Başakşehir FK,16656,Eljero Elia,16645,Joseph Attamah
CL,2017,200116,73,,REGULAR,1897,Medipol Başakşehir FK,16652,Márcio Mossoró,16650,Edin Višća
CL,2017,200116,78,,REGULAR,851,Club Brugge KV,8869,Stefano Denswil,,
CL,2017,200131,45,3,REGULAR,611,Qarabağ Ağdam FK,15064,Dino Ndlovu,,
CL,2017,200131,86,,REGULAR,611,Qarabağ Ağdam FK,15055,Míchel,15057,Ansi Agolli
CL,2017,200131,90,4,PENALTY,1880,FC Sheriff Tiraspol,15284,Ziguy Badibanga,,
CL,2017,200115,74,,REGULAR,1900,PFC CSKA Moskva,15810,Bibras Natcho,15792,Aleksey Berezutski
CL,2017,200121,6,,REGULAR,748,FK BATE Borisov,15414,Mikalay Signevich,15413,Mikhail Hardzeichuk
CL,2017,200121,44,,REGULAR,930,SK Slavia Praha,15732,Milan Škoda,15727,Danny
CL,2017,200121,46,,REGULAR,748,FK BATE Borisov,15416,Ihar Stasevich,15413,Mikhail Hardzeichuk
CL,2017,200123,54,,REGULAR,752,APOEL FC,16114,Carlão,15245,Efstathios Aloneftis
CL,2017,200123,93,,REGULAR,752,APOEL FC,15233,Giorgios Merkis,15228,Roberto Lago
CL,2017,200123,94,,REGULAR,752,APOEL FC,15234,Igor de Camargo,,
CL,2017,200123,105,1,REGULAR,752,APOEL FC,16117,Giorgos Efrem,15230,Lorenzo Ebecilio
CL,2017,200117,7,,REGULAR,1897,Medipol Başakşehir FK,16661,Emmanuel Adebayor,16648,Gaël Clichy
CL,2017,200117,34,,REGULAR,1897,Medipol Başakşehir FK,16650,Edin Višća,16661,Emmanuel Adebayor
CL,2017,200135,2,,REGULAR,1876,FC København,15517,Ján Greguš,,
CL,2017,200135,19,,REGULAR,1889,FK Vardar Skopje,15345,Boban Nikolov,15341,Hovhannes Hambardzumyan
CL,2017,200135,26,,OWN,1889,FK Vardar Skopje,15346,Tigran Barseghyan,,
CL,2017,200135,75,,REGULAR,1876,FC København,15534,Federico Santander,15513,Pierre Bengtsson
CL,2017,200135,88,,PENALTY,1876,FC København,15516,Pieros Sotiriou,,
CL,2017,200109,27,,REGULAR,1883,FCSB,15754,Mihai Bălașa,,
CL,2017,200109,65,,REGULAR,1881,FC Viktoria Plzeň,15766,Michal Krmenčík,15772,Radim Řezník
CL,2017,200109,71,,REGULAR,1883,FCSB,15753,Filipe Teixeira,,
CL,2017,200109,76,,REGULAR,1883,FCSB,15762,Florin Tănase,,
CL,2017,200109,79,,PENALTY,1883,FCSB,15757,Denis Alibec,,
CL,2017,200113,12,,PENALTY,1871,BSC Young Boys,16279,Guillaume Hoarau,,
CL,2017,200113,89,,REGULAR,1871,BSC Young Boys,16276,Jordan Lotomba,16273,Miralem Sulejmani
CL,2017,200125,9,,REGULAR,1901,PFK Ludogorets 1945 Razgrad,15447,Wanderson,15446,Marcelinho
CL,2017,200125,33,,REGULAR,1901,PFK Ludogorets 1945 Razgrad,15447,Wanderson,15689,Svetoslav Dyakov
CL,2017,200125,56,,REGULAR,1901,PFK Ludogorets 1945 Razgrad,15446,Marcelinho,15461,Claudiu Keșerü
CL,2017,200125,61,,REGULAR,1891,Hapoel Be'er Sheva FC,15320,Mohammad Ghadir,15304,Anthony Nwakaeme
CL,2017,200127,90,2,REGULAR,734,NK Maribor,15393,Marcos Tavares,15377,Luka Zahovič
CL,2017,200111,3,,REGULAR,522,OGC Nice,8431,Arnaud Souquet,,
CL,2017,200111,26,,REGULAR,678,AFC Ajax,7556,Donny van de Beek,3707,Hakim Ziyech
CL,2017,200111,56,,REGULAR,678,AFC Ajax,3733,Davinson Sánchez,7548,Nick Viergever
CL,2017,200111,79,,REGULAR,522,OGC Nice,8432,Vincent Marcel,8430,Jean Michaël Seri
CL,2017,200119,21,,REGULAR,654,PAE Olympiakos SFP,9246,Mehdi Carcela,,
CL,2017,200119,33,,REGULAR,850,FK Partizan Beograd,15839,Seydouba Soumah,,
CL,2017,200119,51,,REGULAR,654,PAE Olympiakos SFP,15841,Kostas Fortounis,15830,Leonardo Koutris
CL,2017,200119,84,,REGULAR,850,FK Partizan Beograd,15129,Uroš Đurđević,15135,Marko Janković
CL,2017,200133,76,,REGULAR,1105,Legia Warszawa,43825,Jakub Czerwiński,10201,Sebastian Szymański
CL,2017,200137,69,,REGULAR,732,Celtic FC,15611,James Forrest,15608,Scott Sinclair
CL,2017,200138,25,,REGULAR,611,Qarabağ Ağdam FK,15065,Mahir Emreli,15064,Dino Ndlovu
CL,2017,200140,2,,REGULAR,752,APOEL FC,15234,Igor de Camargo,15230,Lorenzo Ebecilio
CL,2017,200140,10,,REGULAR,752,APOEL FC,15245,Efstathios Aloneftis,15230,Lorenzo Ebecilio
CL,2017,200150,90,1,OWN,1871,BSC Young Boys,16269,Kassim Nuhu,,
CL,2017,200154,35,,REGULAR,64,Liverpool FC,7867,Trent Alexander-Arnold,,
CL,2017,200154,74,,OWN,2,TSG 1899 Hoffenheim,310,Håvard Nordtveit,,
CL,2017,200154,87,,REGULAR,2,TSG 1899 Hoffenheim,319,Mark Uth,310,Håvard Nordtveit
CL,2017,200142,41,,REGULAR,1893,HNK Rijeka,15162,Heber,3481,Mario Gavranović
CL,2017,200142,66,,REGULAR,654,PAE Olympiakos SFP,15829,Vadis Odjidja-Ofoe,15841,Kostas Fortounis
CL,2017,200142,90,3,REGULAR,654,PAE Olympiakos SFP,15827,Alaixys Romao,,
CL,2017,200144,32,,OWN,1884,Astana FK,15205,Evgeny Postnikov,,
CL,2017,200144,42,,REGULAR,732,Celtic FC,15608,Scott Sinclair,,
CL,2017,200144,60,,REGULAR,732,Celtic FC,15608,Scott Sinclair,15609,Leigh Griffiths
CL,2017,200144,79,,REGULAR,732,Celtic FC,15611,James Forrest,15609,Leigh Griffiths
CL,2017,200144,88,,OWN,1884,Astana FK,15185,Ihar Shytaw,,
CL,2017,200146,10,,REGULAR,734,NK Maribor,15393,Marcos Tavares,,
CL,2017,200146,12,,REGULAR,1891,Hapoel Be'er Sheva FC,15304,Anthony Nwakaeme,,
CL,2017,200146,45,2,PENALTY,1891,Hapoel Be'er Sheva FC,15302,Shir Tzedek,,
CL,2017,200148,16,,REGULAR,559,Sevilla FC,85,Sergio Escudero,77,Joaquín Correa
CL,2017,200148,64,,REGULAR,1897,Medipol Başakşehir FK,16656,Eljero Elia,16651,Mahmut Tekdemir
CL,2017,200148,84,,REGULAR,559,Sevilla FC,73,Wissam Ben Yedder,54,Jesús Navas
CL,2017,200152,13,,REGULAR,113,SSC Napoli,2103,Dries Mertens,2092,Lorenzo Insigne
CL,2017,200152,70,,PENALTY,113,SSC Napoli,2094,Jorginho,,
CL,2017,200145,26,,OWN,732,Celtic FC,16068,Kristoffer Ajer,,
CL,2017,200145,33,,REGULAR,732,Celtic FC,15608,Scott Sinclair,15620,Callum McGregor
CL,2017,200145,48,,REGULAR,1884,Astana FK,15190,Serikzhan Muzhikov,,
CL,2017,200145,49,,REGULAR,1884,Astana FK,15191,Patrick Twumasi,15189,Dmitriy Shomko
CL,2017,200145,69,,REGULAR,1884,Astana FK,15191,Patrick Twumasi,,
CL,2017,200145,80,,REGULAR,732,Celtic FC,15717,Jules Ntcham,15614,Stuart Armstrong
CL,2017,200145,90,,REGULAR,732,Celtic FC,15609,Leigh Griffiths,15619,Nir Bitton
CL,2017,200143,25,,REGULAR,654,PAE Olympiakos SFP,15826,Marko Marin,15829,Vadis Odjidja-Ofoe
CL,2017,200147,15,,REGULAR,734,NK Maribor,15375,Mitja Viler,,
CL,2017,200149,17,,REGULAR,1897,Medipol Başakşehir FK,16656,Eljero Elia,16646,Júnior Caiçara
CL,2017,200149,52,,REGULAR,559,Sevilla FC,85,Sergio Escudero,54,Jesús Navas
CL,2017,200149,75,,REGULAR,559,Sevilla FC,73,Wissam Ben Yedder,61,Nolito
CL,2017,200149,83,,REGULAR,1897,Medipol Başakşehir FK,16650,Edin Višća,16654,Stefano Napoleoni
CL,2017,200153,48,,REGULAR,113,SSC Napoli,2104,José Callejón,2095,Marek Hamšík
CL,2017,200153,89,,REGULAR,113,SSC Napoli,2092,Lorenzo Insigne,2084,Faouzi Ghoulam
CL,2017,200139,45,,REGULAR,1876,FC København,15534,Federico Santander,15517,Ján Greguš
CL,2017,200139,63,,REGULAR,611,Qarabağ Ağdam FK,15064,Dino Ndlovu,15057,Ansi Agolli
CL,2017,200139,66,,REGULAR,1876,FC København,15518,Andrija Pavlović,3451,Peter Ankersen
CL,2017,200151,45,,REGULAR,1900,PFC CSKA Moskva,15791,Georgii Shchennikov,,
CL,2017,200151,64,,REGULAR,1900,PFC CSKA Moskva,3676,Alan Dzagoev,15795,Vitinho
CL,2017,200155,10,,REGULAR,64,Liverpool FC,3183,Emre Can,3626,Sadio Mané
CL,2017,200155,18,,REGULAR,64,Liverpool FC,3754,Mohamed Salah,,
CL,2017,200155,21,,REGULAR,64,Liverpool FC,3183,Emre Can,3233,Roberto Firmino
CL,2017,200155,28,,REGULAR,2,TSG 1899 Hoffenheim,319,Mark Uth,375,Sandro Wagner
CL,2017,200155,63,,REGULAR,64,Liverpool FC,3233,Roberto Firmino,3320,Jordan Henderson
CL,2017,200155,79,,REGULAR,2,TSG 1899 Hoffenheim,375,Sandro Wagner,318,Andrej Kramarić
CL,2017,200157,13,,REGULAR,498,Sporting Clube de Portugal,15891,Seydou Doumbia,3212,Marcos Acuña
CL,2017,200157,20,,REGULAR,1883,FCSB,15759,Junior Maranhão,,
CL,2017,200157,59,,REGULAR,498,Sporting Clube de Portugal,3212,Marcos Acuña,,
CL,2017,200157,64,,REGULAR,498,Sporting Clube de Portugal,3256,Gelson Martins,3257,Bruno Fernandes
CL,2017,200157,75,,REGULAR,498,Sporting Clube de Portugal,15889,Bas Dost,3256,Gelson Martins
CL,2017,200157,88,,REGULAR,498,Sporting Clube de Portugal,15885,Rodrigo Battaglia,,
CL,2017,200194,45,,REGULAR,81,FC Barcelona,3218,Lionel Messi,3169,Luis Suárez
CL,2017,200194,56,,REGULAR,81,FC Barcelona,3554,Ivan Rakitić,,
CL,2017,200194,69,,REGULAR,81,FC Barcelona,3218,Lionel Messi,3197,Iniesta
CL,2017,200195,2,,REGULAR,498,Sporting Clube de Portugal,15891,Seydou Doumbia,3212,Marcos Acuña
CL,2017,200195,13,,REGULAR,498,Sporting Clube de Portugal,3256,Gelson Martins,15891,Seydou Doumbia
CL,2017,200195,43,,REGULAR,498,Sporting Clube de Portugal,3257,Bruno Fernandes,3162,Sebastián Coates
CL,2017,200195,89,,REGULAR,654,PAE Olympiakos SFP,15836,Felipe Pardo,,
CL,2017,200195,90,3,REGULAR,654,PAE Olympiakos SFP,15836,Felipe Pardo,15828,Diogo Figueiras
CL,2017,200158,35,,REGULAR,66,Manchester United FC,3652,Marouane Fellaini,3317,Ashley Young
CL,2017,200158,53,,REGULAR,66,Manchester United FC,3662,Romelu Lukaku,7899,Daley Blind
CL,2017,200158,84,,REGULAR,66,Manchester United FC,3331,Marcus Rashford,,
CL,2017,200159,50,,REGULAR,1903,Sport Lisboa e Benfica,3482,Haris Seferović,3440,Andrija Živković
CL,2017,200159,63,,PENALTY,1900,PFC CSKA Moskva,15795,Vitinho,,
CL,2017,200159,71,,REGULAR,1900,PFC CSKA Moskva,16685,Timur Zhamaletdinov,,
CL,2017,200170,12,,PENALTY,5,FC Bayern München,371,Robert Lewandowski,,
CL,2017,200170,65,,REGULAR,5,FC Bayern München,356,Thiago Alcântara,359,Joshua Kimmich
CL,2017,200170,90,,REGULAR,5,FC Bayern München,359,Joshua Kimmich,347,Jérôme Boateng
CL,2017,200171,19,,REGULAR,524,Paris Saint-Germain FC,8491,Neymar,3368,Adrien Rabiot
CL,2017,200171,34,,REGULAR,524,Paris Saint-Germain FC,3374,Kylian Mbappé,8491,Neymar
CL,2017,200171,40,,PENALTY,524,Paris Saint-Germain FC,3170,Edinson Cavani,,
CL,2017,200171,83,,OWN,732,Celtic FC,3489,Mikael Lustig,,
CL,2017,200171,85,,REGULAR,524,Paris Saint-Germain FC,3170,Edinson Cavani,8478,Layvin Kurzawa
CL,2017,200182,5,,REGULAR,61,Chelsea FC,7818,Pedro,3230,Willian
CL,2017,200182,30,,REGULAR,61,Chelsea FC,7807,Davide Zappacosta,3641,Thibaut Courtois
CL,2017,200182,55,,REGULAR,61,Chelsea FC,3191,Azpilicueta,7811,Fàbregas
CL,2017,200182,71,,REGULAR,61,Chelsea FC,7812,Tiemoué Bakayoko,,
CL,2017,200182,76,,REGULAR,61,Chelsea FC,3664,Michy Batshuayi,7812,Tiemoué Bakayoko
CL,2017,200182,82,,OWN,611,Qarabağ Ağdam FK,15058,Maksim Medvedev,,
CL,2017,200206,5,,REGULAR,559,Sevilla FC,73,Wissam Ben Yedder,85,Sergio Escudero
CL,2017,200206,21,,REGULAR,64,Liverpool FC,3233,Roberto Firmino,7860,Alberto Moreno
CL,2017,200206,37,,REGULAR,64,Liverpool FC,3754,Mohamed Salah,,
CL,2017,200206,72,,REGULAR,559,Sevilla FC,77,Joaquín Correa,57,Luis Muriel
CL,2017,200207,59,,REGULAR,754,FK Spartak Moskva,3679,Aleksandr Samedov,16144,Fernando
CL,2017,200207,85,,REGULAR,734,NK Maribor,43837,Damjan Bohar,15397,Martin Kramarič
CL,2017,200218,15,,REGULAR,1887,FK Shakhtar Donetsk,3237,Taison,16485,Facundo Ferreyra
CL,2017,200218,58,,REGULAR,1887,FK Shakhtar Donetsk,16485,Facundo Ferreyra,16479,Taras Stepanenko
CL,2017,200218,71,,PENALTY,113,SSC Napoli,2105,Arkadiusz Milik,,
CL,2017,200219,2,,REGULAR,65,Manchester City FC,3313,John Stones,3196,David Silva
CL,2017,200219,10,,REGULAR,65,Manchester City FC,7891,Sergio Agüero,3311,Kyle Walker
CL,2017,200219,25,,REGULAR,65,Manchester City FC,3236,Gabriel Jesus,,
CL,2017,200219,63,,REGULAR,65,Manchester City FC,3313,John Stones,3654,Kevin De Bruyne
CL,2017,200230,13,,REGULAR,600,Beşiktaş JK,3234,Talisca,3247,Ricardo Quaresma
CL,2017,200230,21,,OWN,600,Beşiktaş JK,3431,Duško Tošić,,
CL,2017,200230,28,,REGULAR,600,Beşiktaş JK,7854,Cenk Tosun,15947,Caner Erkin
CL,2017,200230,86,,REGULAR,600,Beşiktaş JK,15952,Ryan Babel,15953,Álvaro Negredo
CL,2017,200231,32,,REGULAR,721,RB Leipzig,3494,Emil Forsberg,3466,Yussuf Poulsen
CL,2017,200231,34,,REGULAR,548,AS Monaco FC,3658,Youri Tielemans,,
CL,2017,200242,4,,REGULAR,73,Tottenham Hotspur FC,3343,Son Heungmin,8004,Harry Kane
CL,2017,200242,11,,REGULAR,4,BV Borussia 09 Dortmund,163,Andrii Yarmolenko,6487,Shinji Kagawa
CL,2017,200242,15,,REGULAR,73,Tottenham Hotspur FC,8004,Harry Kane,3646,Jan Vertonghen
CL,2017,200242,60,,REGULAR,73,Tottenham Hotspur FC,8004,Harry Kane,3459,Christian Eriksen
CL,2017,200243,12,,REGULAR,86,Real Madrid CF,44,Cristiano Ronaldo,3876,Gareth Bale
CL,2017,200243,51,,PENALTY,86,Real Madrid CF,44,Cristiano Ronaldo,,
CL,2017,200243,61,,REGULAR,86,Real Madrid CF,3192,Sergio Ramos,,
CL,2017,200208,27,,REGULAR,559,Sevilla FC,73,Wissam Ben Yedder,77,Joaquín Correa
CL,2017,200208,38,,REGULAR,559,Sevilla FC,73,Wissam Ben Yedder,60,Franco Vázquez
CL,2017,200208,83,,PENALTY,559,Sevilla FC,73,Wissam Ben Yedder,,
CL,2017,200209,23,,REGULAR,754,FK Spartak Moskva,16144,Fernando,,
CL,2017,200209,31,,REGULAR,64,Liverpool FC,3228,Philippe Coutinho,3626,Sadio Mané
CL,2017,200220,48,,REGULAR,65,Manchester City FC,3654,Kevin De Bruyne,3196,David Silva
CL,2017,200220,90,,REGULAR,65,Manchester City FC,3329,Raheem Sterling,3254,Bernardo Silva
CL,2017,200221,7,,REGULAR,113,SSC Napoli,2092,Lorenzo Insigne,2104,José Callejón
CL,2017,200221,49,,REGULAR,113,SSC Napoli,2103,Dries Mertens,,
CL,2017,200221,70,,REGULAR,113,SSC Napoli,2104,José Callejón,2103,Dries Mertens
CL,2017,200221,90,3,REGULAR,675,Feyenoord Rotterdam,3705,Sofyan Amrabat,7469,Tonny Vilhena
CL,2017,200232,31,,REGULAR,503,FC Porto,15915,Vincent Aboubakar,,
CL,2017,200232,69,,REGULAR,503,FC Porto,15915,Vincent Aboubakar,15917,Moussa Maréga
CL,2017,200232,89,,REGULAR,503,FC Porto,130,Miguel Layún,15917,Moussa Maréga
CL,2017,200233,11,,REGULAR,600,Beşiktaş JK,15952,Ryan Babel,7854,Cenk Tosun
CL,2017,200233,43,,REGULAR,600,Beşiktaş JK,3234,Talisca,3247,Ricardo Quaresma
CL,2017,200244,18,,REGULAR,86,Real Madrid CF,3876,Gareth Bale,3194,Dani Carvajal
CL,2017,200244,49,,REGULAR,86,Real Madrid CF,44,Cristiano Ronaldo,3876,Gareth Bale
CL,2017,200244,54,,REGULAR,4,BV Borussia 09 Dortmund,7801,Pierre-Emerick Aubameyang,161,Gonzalo Castro
CL,2017,200244,79,,REGULAR,86,Real Madrid CF,44,Cristiano Ronaldo,43,Luka Modrić
CL,2017,200245,39,,REGULAR,73,Tottenham Hotspur FC,8004,Harry Kane,3648,Toby Alderweireld
CL,2017,200245,62,,REGULAR,73,Tottenham Hotspur FC,8004,Harry Kane,8001,Moussa Sissoko
