season,tie,game,hometeam,awayteam,pcthome,pctdraw,pctaway
2017,leverkusen-atletico,2,Atl. Madrid,Bayer Leverkusen,0.6341101319390493,0.21740317001255755,0.14848669804839304
2017,madrid-napoli,1,Real Madrid,Napoli,0.6268003577946366,0.216302039817528,0.15689760238783532
2017,madrid-napoli,2,Napoli,Real Madrid,0.32270771026333067,0.24509446349113725,0.4321978262455322
2017,porto-juventus,1,FC Porto,Juventus,0.31869652742828386,0.32511323603422243,0.3561902365374937
2017,porto-juventus,2,Juventus,FC Porto,0.5535337896358522,0.2678797262184887,0.17858648414565914
2017,psg-barcelona,1,Paris SG,Barcelona,0.3044350966517412,0.28231045299972507,0.4132544503485337
2017,psg-barcelona,2,Barcelona,Paris SG,0.6324788041630244,0.19420154098203826,0.17331965485493736
2017,sevilla-leicester,1,Sevilla,Leicester,0.7076237117169797,0.18720204013676714,0.10517424814625312
2017,sevilla-leicester,2,Leicester,Sevilla,0.32211101000909914,0.2684258416742493,0.4094631483166515
2017,atletico-leicester,1,Atl. Madrid,Leicester,0.7290674889830314,0.1836522390115022,0.0872802720054664
2017,atletico-leicester,2,Leicester,Atl. Madrid,0.21974391945423197,0.25368342533852434,0.5265726552072438
2017,bayern-madrid,1,Bayern Munich,Real Madrid,0.5720629739562997,0.2227163969796495,0.20522062906405072
2017,bayern-madrid,2,Real Madrid,Bayern Munich,0.3703375245195668,0.2491187987103271,0.38054367677010603
2017,dortmund-monaco,1,Dortmund,Monaco,0.6282071463873269,0.19710357980997212,0.17468927380270094
2017,dortmund-monaco,2,Monaco,Dortmund,0.33113400291256234,0.23378858518886927,0.4350774118985684
2017,juventus-barcelona,1,Juventus,Barcelona,0.35870729095687726,0.289107368830916,0.35218534021220677
2017,juventus-barcelona,2,Barcelona,Juventus,0.6513885037436121,0.18921960893060627,0.15939188732578163
2017,madrid-atletico,1,Real Madrid,Atl. Madrid,0.5358332197260234,0.2744265490765312,0.18974023119744537
2017,madrid-atletico,2,Atl. Madrid,Real Madrid,0.36769361558079866,0.2701212874238828,0.36218509699531853
2017,monaco-juventus,1,Monaco,Juventus,0.30477406883219993,0.2963857917083779,0.3988401394594222
2017,monaco-juventus,2,Juventus,Monaco,0.5868879632464723,0.2450592514624428,0.1680527852910849
2018,basel-city,1,Basel,Manchester City,0.08657752791526625,0.18241381585148966,0.731008656233244
2018,basel-city,2,Manchester City,Basel,0.7578716533930971,0.1675579675189259,0.074570379087977
2018,bayern-besiktas,1,Bayern Munich,Besiktas,0.8592133608957122,0.10114006429052529,0.039646574813762464
2018,bayern-besiktas,2,Besiktas,Bayern Munich,0.11016756027952543,0.1631291847355117,0.726703254984963
2018,chelsea-barcelona,1,Chelsea,Barcelona,0.27637008215712094,0.2912642782015166,0.43236563964136243
2018,chelsea-barcelona,2,Barcelona,Chelsea,0.6554072074088625,0.20961270547633498,0.13498008711480264
2018,juventus-tottenham,1,Juventus,Tottenham,0.42029833068068245,0.3214864714809194,0.258215197838398
2018,juventus-tottenham,2,Tottenham,Juventus,0.43245956251401846,0.2788063082110434,0.28873412927493813
2018,madrid-psg,1,Real Madrid,Paris SG,0.43179943922150754,0.25977238990598717,0.30842817087250535
2018,madrid-psg,2,Paris SG,Real Madrid,0.543667887015483,0.21217310860728714,0.2441590043772299
2018,porto-liverpool,1,FC Porto,Liverpool,0.27015105126456457,0.2779140125077992,0.4519349362276361
2018,porto-liverpool,2,Liverpool,FC Porto,0.6737963449915966,0.20607705492321343,0.12012660008519
2018,sevilla-united,1,Sevilla,Manchester Utd,0.360808678885145,0.2986385680618585,0.34055275305299654
2018,sevilla-united,2,Manchester Utd,Sevilla,0.5923801656837647,0.23826251007894003,0.16935732423729538
2018,shakhtar-roma,1,Shakhtar Donetsk,AS Roma,0.3729644219733863,0.2903315859673067,0.33670399205930707
2018,shakhtar-roma,2,AS Roma,Shakhtar Donetsk,0.5864484348798211,0.22402529346003355,0.18952627166014532
2018,barcelona-roma,1,Barcelona,AS Roma,0.7942878997180874,0.13781744934379772,0.06789465093811478
2018,barcelona-roma,2,AS Roma,Barcelona,0.20637762705580215,0.22038515830393351,0.5732372146402642
2018,juventus-madrid,1,Juventus,Real Madrid,0.32423034124629085,0.30021327893175076,0.3755563798219585
2018,juventus-madrid,2,Real Madrid,Juventus,0.5897919066936563,0.22058359734397726,0.1896244959623664
2018,liverpool-city,1,Liverpool,Manchester City,0.31491078699933367,0.2696749833419708,0.41541422965869546
2018,liverpool-city,2,Manchester City,Liverpool,0.6529025265042413,0.1835759970933124,0.16352147640244635
2018,sevilla-bayern,1,Sevilla,Bayern Munich,0.16440778019342636,0.21908722169595915,0.6165049981106144
2018,sevilla-bayern,2,Bayern Munich,Sevilla,0.7649480797027757,0.14268587429467974,0.09236604600254458
2018,bayern-madrid,1,Bayern Munich,Real Madrid,0.4873308997208503,0.2388876959415933,0.2737814043375564
2018,bayern-madrid,2,Real Madrid,Bayern Munich,0.4070642165178004,0.23786882089915473,0.3550669625830449
2018,liverpool-roma,1,Liverpool,AS Roma,0.6423208378182343,0.21144219498886682,0.1462369671928989
2018,liverpool-roma,2,AS Roma,Liverpool,0.3678393609454506,0.24068501395196146,0.39147562510258793
2019,ajax-madrid,1,Ajax,Real Madrid,0.2913008778930567,0.2657621707901038,0.44293695131683963
2019,ajax-madrid,2,Real Madrid,Ajax,0.5498858644300807,0.23863359623602454,0.21148053933389482
2019,atletico-juventus,1,Atl. Madrid,Juventus,0.33485193621867887,0.33485193621867887,0.33029612756264237
2019,atletico-juventus,2,Juventus,Atl. Madrid,0.5542576135372239,0.26823001693634607,0.17751236952643012
2019,liverpool-bayern,1,Liverpool,Bayern Munich,0.422471369562848,0.2780055851433683,0.2995230452937839
2019,liverpool-bayern,2,Bayern Munich,Liverpool,0.4684862832474585,0.2737223227962679,0.25779139395627343
2019,lyon-barcelona,1,Lyon,Barcelona,0.2049985830644203,0.24810084924719583,0.5469005676883839
2019,lyon-barcelona,2,Barcelona,Lyon,0.7836116664895895,0.13474731390758166,0.0816410196028289
2019,roma-porto,1,AS Roma,FC Porto,0.46077032810271046,0.2845934379457918,0.25463623395149787
2019,roma-porto,2,FC Porto,AS Roma,0.5430629957925095,0.23732803273761552,0.21960897146987501
2019,schalke-city,1,Schalke,Manchester City,0.09003438238185124,0.17296927941459592,0.7369963382035527
2019,schalke-city,2,Manchester City,Schalke,0.8343410450710839,0.11513994715826448,0.05051900777065171
2019,tottenham-dortmund,1,Tottenham,Dortmund,0.46222222222222226,0.2888888888888889,0.24888888888888888
2019,tottenham-dortmund,2,Dortmund,Tottenham,0.47383196591874116,0.25914670522097377,0.2670213288602851
2019,united-psg,1,Manchester Utd,Paris SG,0.41259316875722135,0.2786189501665144,0.30878788107626437
2019,united-psg,2,Paris SG,Manchester Utd,0.6480031944114805,0.2072214204126589,0.14477538517586064
