minuteclean,v1,v2.1,v2.2,v3
89,0.3495643983055868,0.35070348386732025,0.38576244102634905,0.34835963366468703
90,0.34906250207673717,0.3491325383958827,0.3817481010918804,0.3464169109933235
91,0.3480760237415783,0.34816766075077626,0.3792378674137659,0.3468347178276813
92,0.3506398603935401,0.3508079911047986,0.38299336831453695,0.34973074128391946
93,0.34850494843756347,0.3487621046139996,0.3800711633691651,0.3512569253725612
94,0.35000062413227395,0.3502289383333617,0.37937188181577786,0.3485647209345396
95,0.35281648872672,0.3533408785331395,0.38168260236516677,0.35455054906804245
96,0.3525968949127965,0.3530432060357836,0.3802736504841491,0.35384349124048053
97,0.35263565212666587,0.35108857034667784,0.3802211655678103,0.34882406680211747
98,0.3503405817589588,0.34879432487671463,0.37686392968750065,0.3477061050539158
99,0.35186087119509857,0.3505193462117844,0.3777110553694265,0.3491408383963945
100,0.34308629517483935,0.3413051345915667,0.3689243490014162,0.3453728750084247
101,0.34828944730865324,0.34627792307018757,0.3727685626122906,0.3493008949209196
102,0.3456609197350333,0.3435718670805109,0.37057836663984206,0.346663153805809
103,0.3434918977959784,0.3415554857033593,0.36887298329258067,0.3455881462319485
104,0.34236425130203335,0.34045908016347154,0.366850207587759,0.3470062962658141
105,0.3427838263852062,0.340780779284389,0.3666875948434805,0.34842214811756567
106,0.3413981590007016,0.33964630088724673,0.3645474456459801,0.34736838889754074
107,0.33853879924287394,0.336582461996129,0.360508519304673,0.3466702159887828
108,0.33861540451059685,0.33648626205808346,0.3604831907086951,0.34769543622847915
109,0.3368565319298584,0.3350272582047687,0.3572706851675522,0.34666659174831543
110,0.33991655258830983,0.3373748395896653,0.3587518647747913,0.350859766337944
111,0.3410425611507986,0.33848231765656567,0.35851786838661603,0.3523744317949789
112,0.3411540589641304,0.3386771160513518,0.35930485772768106,0.34811055382151673
113,0.3444119248657008,0.3418847335344702,0.3624935351264227,0.3526503301405272
114,0.3453334339632052,0.34489721771498055,0.36332785392158623,0.35689758163092117
115,0.343249617650331,0.34272283276381676,0.36124043115324517,0.3562926759932479
116,0.3379370977533772,0.3381054828962781,0.35527185096564284,0.35392237661682996
117,0.3333516309651213,0.3339976995077307,0.3512397499745654,0.3507847866896415
118,0.3331416037941046,0.3342602524315386,0.3512276382907975,0.3527087046711049
119,0.33169748127411164,0.3330157062410887,0.3483463801065552,0.3531899173364179
120,0.332326248354713,0.33348083726687106,0.3483994857165118,0.35368993676709704
121,0.3301291083544586,0.3315032743923938,0.34537590619661224,0.3548827246398729
122,0.33003862829590885,0.33129292489800455,0.3447437814313866,0.35454821763319855
123,0.32774265973978706,0.3296584820858193,0.342950579213751,0.355672733020245
124,0.32444883531845803,0.3258418464027682,0.3390639133001215,0.35440245530338743
125,0.3226363891133681,0.3231138195125347,0.3360973320105095,0.3507094327870266
126,0.32145377895536015,0.32240127594810036,0.33508407493597614,0.354641584756911
127,0.3216163804997792,0.322672657193207,0.33537224503404955,0.35593732024326546
128,0.3170548931922511,0.3163958245281976,0.3293671355504824,0.35136057816093147
129,0.31702956094466894,0.3164834128665165,0.32925966306023163,0.3512495302893278
130,0.3174560598587311,0.31666285535671124,0.33008602258035447,0.35181859122470643
131,0.31679004447792836,0.31590237398496746,0.32885817835390185,0.3514059564962231
132,0.31546047672810645,0.3140209491912922,0.3262694055450682,0.3520525530129073
133,0.31692566369127273,0.3152940084274399,0.32473209238988204,0.3549992875305508
134,0.3171339925836061,0.3167871606520646,0.32574329816176884,0.3558019059351467
135,0.31651610397401014,0.31587007207590395,0.32632040995457867,0.35759709299292625
136,0.31660306403637706,0.31581038947619366,0.32659984987667945,0.3588176451350283
137,0.3167746381179033,0.31585611646234896,0.3244896447409111,0.35477096131978386
138,0.3132208058071295,0.31079960672783863,0.31972223694661883,0.34812014308680445
139,0.31549925482989744,0.3112722673793144,0.32008288885779834,0.3546374691743195
140,0.31721988213918184,0.3125370027212357,0.3185537947015607,0.35609500445795994
141,0.3136222336782176,0.30930737165491584,0.3142588979963978,0.3530240820317815
142,0.31356072895138526,0.30911538319995746,0.31350672680143304,0.35371151210082086
143,0.3081054247544759,0.3038076017355882,0.3077006309308165,0.348182381614335
144,0.3094855178915715,0.3061871595886078,0.30987079482324303,0.35515462274378323
145,0.3081429264407035,0.30339960660120713,0.3070163815717633,0.3553636027167417
146,0.3086618469487408,0.3033989918253687,0.30770152584433313,0.356906528346516
147,0.3106396750259208,0.30556024166578116,0.30871326647072683,0.3636780492990053
148,0.3106633786096773,0.30552842536986463,0.30866059180287125,0.3653632057965892
149,0.3051266795589515,0.30029400983961896,0.3026022741960138,0.36307844339373274
150,0.30394250365173464,0.2997020081108423,0.3000902083888685,0.36450762180032964
151,0.30231200620326015,0.2978352901128511,0.29934613665611853,0.36141390899289727
152,0.2996966465629308,0.2954883746876375,0.2973859543445191,0.35476359730168444
153,0.2990019490427094,0.2946742561187808,0.2960074662524863,0.35619748569095344
154,0.3019225803076093,0.29839320704653366,0.299322966598692,0.35606649977485555
155,0.2982992216475857,0.2951496546618964,0.2952963955178196,0.3543854263875591
156,0.2951749632527804,0.2924039633398154,0.29193622516151146,0.3578038449860608
157,0.2915496470249628,0.28944011414300386,0.28851353556028697,0.3486275751099103
158,0.28590110132584423,0.2836120721581073,0.28322875242754203,0.3444347856191513
159,0.29156388098964703,0.28998793939265416,0.2882204820934359,0.34621525158096683
160,0.2909901042794485,0.28990735189788075,0.288281953825749,0.34890595327732
161,0.28966923959101415,0.2892365921647262,0.28756071368633723,0.34373714552696444
162,0.2929535935081296,0.2930915779856761,0.2918560956571044,0.35641291577110995
163,0.283160812511361,0.284764591671728,0.28091740941640014,0.3547591256376742
164,0.27254901298546974,0.27380015593796664,0.26978699016477736,0.35261044499928995
165,0.2719822913157383,0.2734734938260904,0.26946027104687026,0.35354990949262943
166,0.2720336768785239,0.27340028455741716,0.2701779223802989,0.3464271360974956
167,0.2674864511772546,0.2689711084839139,0.26544791324094624,0.3416492143568792
168,0.2684985168559483,0.2694432878236308,0.2663057829770482,0.342524631937318
169,0.26748073838345793,0.2686032422265879,0.26417546203913855,0.341116349363138
170,0.24563423367529869,0.24543503229707023,0.24363078017008666,0.32484761694437037
171,0.2483289582851037,0.2483426079460122,0.2466037834861857,0.3333281310965828
172,0.2425546911618487,0.24206867314486677,0.24061358540346522,0.3240677653179333
173,0.24130757654740384,0.2398872357615571,0.2361828500606507,0.31710393477826704
174,0.24340206282997368,0.2428156317129668,0.23951736122388387,0.3211839472231857
175,0.2386007253568285,0.2380189760337763,0.23615355089314533,0.3193627591770071
176,0.2384796117451553,0.2375690547735973,0.2363499544467052,0.3196049102060281
177,0.23073422470413935,0.22764480669219112,0.22596239337283225,0.3055424820751193
178,0.22980444737907457,0.22619853969695297,0.2243959855673754,0.3056995219536057
179,0.23053042224178238,0.22938555276339073,0.2274543348281182,0.3164667823716279
180,0.18254586385288055,0.1574205653100151,0.15879836859018512,NaN
181,0.49621930233922873,0.5100885688660802,0.5071661657436113,0.5060536992697303
182,0.4895580805598634,0.5159033211144618,0.5034280524303025,0.5045007306390532
183,0.515206898902908,0.5427402324947154,0.5325881391474458,0.5099321491996851
184,0.5136453096774293,0.5404500899587669,0.5374353594542477,0.5068140818042711
185,0.5134820651638529,0.5437001635918838,0.5377020760168038,0.506445349699542
186,0.5115550190050414,0.5069883512723586,0.5258522599816217,0.5103057040079741
187,0.505702931649028,0.492509359647448,0.5145164967459793,0.5118731623235451
188,0.5054853373435308,0.5160929796065691,0.5129638142582827,0.5120245425935808
189,0.5052699244155268,0.5268281659268508,0.5108541789488894,0.5126066918467312
190,0.4930488126884377,0.5153142379355818,0.4969587586684434,0.5076290399444937
191,0.49480180327023476,0.47718715621538,0.48667488879895415,0.5072570022598797
192,0.48628410575618136,0.4671309551800135,0.47611969149797145,0.5105110336912454
193,0.4860346683122038,0.4683112916620907,0.4758171971798457,0.5082412314244966
194,0.48578941401082665,0.4593943495348932,0.4760493464576749,0.5054651368938737
195,0.49295207016840886,0.4530569446611048,0.4741852149131065,0.4993529517551548
196,0.49284038873605557,0.4530569446611048,0.47446085525250065,0.4951707734150485
197,0.49334090890864546,0.4624383888045416,0.4748341959973319,0.49356958071781176
198,0.4973458401723472,0.46077117397198813,0.4735168525658522,0.4840341018615846
199,0.49705708854375846,0.4724054122786041,0.4742786911355277,0.483861038069097
200,0.49677336400751537,0.47045388410003275,0.47310343103414365,0.484646073008147
201,0.48171319000009283,0.47881005135564153,0.4765180437121743,0.4928881150813203
202,0.4812989647728353,0.4800257894539106,0.4847543099302531,0.501699091963681
203,0.4727549027031109,0.46412844151165933,0.4723384586304475,0.4995738884613547
204,0.47288611113666584,0.4764528071314037,0.474734920109785,0.4987923234621923
205,0.47302866126786003,0.4834878578832322,0.475842134248492,0.49928996919191276
206,0.47318279805065705,0.48732286168221695,0.47777757590503894,0.5000715797494373
207,0.4320756306219994,0.43899231965750773,0.4371610329693141,0.5007589514767817
208,0.431857159086837,0.43638788016541674,0.4373699423856741,0.5023587250535336
209,0.3672683312093864,0.37443970345316135,0.37812366443974527,0.5016085501202792
210,0.3162535706577483,0.33604243442698073,0.3055605092901851,NaN
0,,,,0.4122089709051053
