szn,stagecode,tieid,teamid1,teamid2,leg,score,player,playerid,eventtype,minute,team
2020-2021,el-1k-8sf,19538871|cf74a709,19538871,cf74a709,1,6–2,Bruno Fernandes,507c7bdf,goal,9,1
2020-2021,el-1k-8sf,19538871|cf74a709,19538871,cf74a709,1,6–2,Edinson Cavani,527f063d,goal,48,1
2020-2021,el-1k-8sf,19538871|cf74a709,19538871,cf74a709,1,6–2,Edinson Cavani,527f063d,goal,64,1
2020-2021,el-1k-8sf,19538871|cf74a709,19538871,cf74a709,1,6–2,Bruno Fernandes,507c7bdf,penalty_goal,71,1
2020-2021,el-1k-8sf,19538871|cf74a709,19538871,cf74a709,1,6–2,Paul Pogba,867239d3,goal,75,1
2020-2021,el-1k-8sf,19538871|cf74a709,19538871,cf74a709,1,6–2,Mason Greenwood,58eee997,goal,86,1
2020-2021,el-1k-8sf,19538871|cf74a709,19538871,cf74a709,1,6–2,Lorenzo Pellegrini,4a5a45c7,penalty_goal,15,2
2020-2021,el-1k-8sf,19538871|cf74a709,19538871,cf74a709,1,6–2,Edin Džeko,3bb7f478,goal,33,2
2020-2021,el-1k-8sf,18bb7c10|2a8183b3,2a8183b3,18bb7c10,1,2–1,Manu Trigueros,963829d0,goal,5,1
2020-2021,el-1k-8sf,18bb7c10|2a8183b3,2a8183b3,18bb7c10,1,2–1,Raúl Albiol,4bd414c1,goal,29,1
2020-2021,el-1k-8sf,18bb7c10|2a8183b3,2a8183b3,18bb7c10,1,2–1,Étienne Capoue,5acc4a10,yellow_red_card,80,1
2020-2021,el-1k-8sf,18bb7c10|2a8183b3,2a8183b3,18bb7c10,1,2–1,Dani Ceballos,c0617e2b,yellow_red_card,57,2
2020-2021,el-1k-8sf,18bb7c10|2a8183b3,2a8183b3,18bb7c10,1,2–1,Nicolas Pépé,57e3f0c7,penalty_goal,73,2
2020-2021,el-1k-7qf,111cbfb1|18bb7c10,18bb7c10,111cbfb1,1,1–1,Nicolas Pépé,57e3f0c7,goal,86,1
2020-2021,el-1k-7qf,111cbfb1|18bb7c10,18bb7c10,111cbfb1,1,1–1,Tomáš Holeš,e03c2d97,goal,90+3,2
2020-2021,el-1k-7qf,111cbfb1|18bb7c10,18bb7c10,111cbfb1,2,0–4,Nicolas Pépé,57e3f0c7,goal,18,2
2020-2021,el-1k-7qf,111cbfb1|18bb7c10,18bb7c10,111cbfb1,2,0–4,Alexandre Lacazette,9dbb75ca,penalty_goal,21,2
2020-2021,el-1k-7qf,111cbfb1|18bb7c10,18bb7c10,111cbfb1,2,0–4,Bukayo Saka,bc7dc64d,goal,24,2
2020-2021,el-1k-7qf,111cbfb1|18bb7c10,18bb7c10,111cbfb1,2,0–4,Alexandre Lacazette,9dbb75ca,goal,77,2
2020-2021,el-1k-7qf,19c3f8c4|cf74a709,19c3f8c4,cf74a709,1,1–2,Davy Klaassen,15fd5593,goal,39,1
2020-2021,el-1k-7qf,19c3f8c4|cf74a709,19c3f8c4,cf74a709,1,1–2,Lorenzo Pellegrini,4a5a45c7,goal,57,2
